lead_id,customer_id,lead_date,channel,campaign_id,message_type,attempted,connected,contracted,policy_id,contract_date,premium
L20260112_405359,U10405359,2026-01-12,naver,NA_C06,DA,1,0,0,,,0
L20251224_192655,U10192655,2025-12-24,kakao,KA_C01,DA,0,0,0,,,0
L20251030_124031,U10124031,2025-10-30,google,GO_C04,DA,1,0,0,,,0
L20251127_059491,U10059491,2025-11-27,google,GO_C02,DA,1,1,1,P20251210_515946,2025-12-10,56276
L20250917_066589,U10066589,2025-09-17,google,GO_C02,SA,1,1,0,,,0
L20260112_297871,U10297871,2026-01-12,naver,NA_C01,DA,0,0,0,,,0
L20251016_012068,U10012068,2025-10-16,google,GO_C01,DA,1,1,0,,,0
L20250810_131959,U10131959,2025-08-10,google,GO_C04,SA,0,0,0,,,0
L20251007_147617,U10147617,2025-10-07,google,GO_C05,DA,1,0,0,,,0
L20250829_119236,U10119236,2025-08-29,google,GO_C04,DA,0,0,0,,,0
L20250903_033360,U10033360,2025-09-03,google,GO_C01,SA,0,0,0,,,0
L20251211_428743,U10428743,2025-12-11,toss,TO_C02,SA,1,1,1,P20260109_579520,2026-01-09,57268
L20251024_231953,U10231953,2025-10-24,kakao,KA_C06,SA,0,0,0,,,0
L20251027_174189,U10174189,2025-10-27,google,GO_C06,DA,0,0,0,,,0
L20251014_038001,U10038001,2025-10-14,google,GO_C01,SA,1,1,0,,,0
L20250924_146514,U10146514,2025-09-24,google,GO_C05,DA,0,0,0,,,0
L20250821_076563,U10076563,2025-08-21,google,GO_C03,DA,0,0,0,,,0
L20250919_430523,U10430523,2025-09-19,toss,TO_C03,DA,0,0,0,,,0
L20251225_323154,U10323154,2025-12-25,naver,NA_C02,DA,0,0,0,,,0
L20251128_089858,U10089858,2025-11-28,google,GO_C03,DA,1,1,1,P20251208_941145,2025-12-08,69417
L20260125_421934,U10421934,2026-01-25,toss,TO_C01,SA,1,1,1,P20260218_999372,2026-02-18,68380
L20251031_316615,U10316615,2025-10-31,naver,NA_C02,DA,1,1,1,P20251118_650269,2025-11-18,41168
L20251129_043614,U10043614,2025-11-29,google,GO_C01,SA,0,0,0,,,0
L20251124_244950,U10244950,2025-11-24,meta,ME_C01,SA,0,0,0,,,0
L20251012_416025,U10416025,2025-10-12,toss,TO_C01,DA,1,0,0,,,0
L20251223_113268,U10113268,2025-12-23,google,GO_C03,SA,0,0,0,,,0
L20251112_224395,U10224395,2025-11-12,kakao,KA_C05,SA,0,0,0,,,0
L20260113_141272,U10141272,2026-01-13,google,GO_C04,SA,1,1,1,P20260206_848279,2026-02-06,50340
L20250801_073911,U10073911,2025-08-01,google,GO_C03,DA,0,0,0,,,0
L20251005_055549,U10055549,2025-10-05,google,GO_C02,DA,0,0,0,,,0
L20250826_032297,U10032297,2025-08-26,google,GO_C01,SA,1,1,1,P20250925_362073,2025-09-25,53278
L20251005_036961,U10036961,2025-10-05,google,GO_C01,SA,1,0,0,,,0
L20250826_275297,U10275297,2025-08-26,meta,ME_C05,SA,1,1,1,P20250831_125027,2025-08-31,43403
L20251014_333507,U10333507,2025-10-14,naver,NA_C02,SA,0,0,0,,,0
L20250822_003437,U10003437,2025-08-22,google,GO_C01,DA,0,0,0,,,0
L20251001_009585,U10009585,2025-10-01,google,GO_C01,DA,1,0,0,,,0
L20250920_120935,U10120935,2025-09-20,google,GO_C04,DA,0,0,0,,,0
L20251108_137203,U10137203,2025-11-08,google,GO_C04,SA,0,0,0,,,0
L20250818_241728,U10241728,2025-08-18,meta,ME_C01,SA,1,1,1,P20250914_136739,2025-09-14,60168
L20250926_377654,U10377654,2025-09-26,naver,NA_C05,DA,0,0,0,,,0
L20251204_411781,U10411781,2025-12-04,naver,NA_C06,SA,1,1,1,P20251217_888958,2025-12-17,52243
L20250908_407943,U10407943,2025-09-08,naver,NA_C06,SA,0,0,0,,,0
L20251104_196444,U10196444,2025-11-04,kakao,KA_C01,SA,1,0,0,,,0
L20251221_371889,U10371889,2025-12-21,naver,NA_C04,SA,0,0,0,,,0
L20250930_408891,U10408891,2025-09-30,naver,NA_C06,SA,1,1,0,,,0
L20250831_422674,U10422674,2025-08-31,toss,TO_C02,DA,0,0,0,,,0
L20260125_179719,U10179719,2026-01-25,google,GO_C06,DA,1,0,0,,,0
L20251103_358693,U10358693,2025-11-03,naver,NA_C04,DA,0,0,0,,,0
L20251019_248726,U10248726,2025-10-19,meta,ME_C02,DA,0,0,0,,,0
L20250821_003291,U10003291,2025-08-21,google,GO_C01,DA,0,0,0,,,0
L20251009_182831,U10182831,2025-10-09,google,GO_C06,SA,0,0,0,,,0
L20251002_292356,U10292356,2025-10-02,naver,NA_C01,DA,0,0,0,,,0
L20251027_255266,U10255266,2025-10-27,meta,ME_C03,DA,0,0,0,,,0
L20250922_202896,U10202896,2025-09-22,kakao,KA_C02,SA,1,1,1,P20251006_399545,2025-10-06,53623
L20250915_242637,U10242637,2025-09-15,meta,ME_C01,SA,1,0,0,,,0
L20260127_327033,U10327033,2026-01-27,naver,NA_C02,DA,0,0,0,,,0
L20251001_067268,U10067268,2025-10-01,google,GO_C02,SA,0,0,0,,,0
L20250913_102916,U10102916,2025-09-13,google,GO_C03,SA,1,1,1,P20250924_823556,2025-09-24,45262
L20251217_192390,U10192390,2025-12-17,kakao,KA_C01,DA,0,0,0,,,0
L20251022_039147,U10039147,2025-10-22,google,GO_C01,SA,0,0,0,,,0
L20260106_167516,U10167516,2026-01-06,google,GO_C05,SA,1,1,1,P20260115_207726,2026-01-15,54039
L20251210_321285,U10321285,2025-12-10,naver,NA_C02,DA,1,1,0,,,0
L20260108_405125,U10405125,2026-01-08,naver,NA_C06,DA,0,0,0,,,0
L20250810_099460,U10099460,2025-08-10,google,GO_C03,SA,1,1,1,P20250811_514043,2025-08-11,47502
L20251204_320484,U10320484,2025-12-04,naver,NA_C02,DA,0,0,0,,,0
L20251214_060753,U10060753,2025-12-14,google,GO_C02,DA,1,0,0,,,0
L20251004_036853,U10036853,2025-10-04,google,GO_C01,SA,1,0,0,,,0
L20251031_136731,U10136731,2025-10-31,google,GO_C04,SA,1,0,0,,,0
L20250830_032862,U10032862,2025-08-30,google,GO_C01,SA,0,0,0,,,0
L20251118_137759,U10137759,2025-11-18,google,GO_C04,SA,1,1,1,P20251215_256969,2025-12-15,49581
L20251231_178249,U10178249,2025-12-31,google,GO_C06,DA,0,0,0,,,0
L20250822_143868,U10143868,2025-08-22,google,GO_C05,DA,0,0,0,,,0
L20251129_176116,U10176116,2025-11-29,google,GO_C06,DA,0,0,0,,,0
L20250812_445093,U10445093,2025-08-12,toss,TO_C05,SA,1,1,0,,,0
L20250909_260318,U10260318,2025-09-09,meta,ME_C04,DA,0,0,0,,,0
L20260116_432611,U10432611,2026-01-16,toss,TO_C03,DA,0,0,0,,,0
L20251016_068156,U10068156,2025-10-16,google,GO_C02,SA,1,0,0,,,0
L20251117_258038,U10258038,2025-11-17,meta,ME_C03,SA,1,1,0,,,0
L20250929_377896,U10377896,2025-09-29,naver,NA_C05,DA,0,0,0,,,0
L20250908_102334,U10102334,2025-09-08,google,GO_C03,SA,0,0,0,,,0
L20260108_072819,U10072819,2026-01-08,google,GO_C02,SA,0,0,0,,,0
L20251103_244246,U10244246,2025-11-03,meta,ME_C01,SA,0,0,0,,,0
L20260111_385292,U10385292,2026-01-11,naver,NA_C05,DA,0,0,0,,,0
L20251221_456330,U10456330,2025-12-21,toss,TO_C06,SA,1,1,0,,,0
L20250912_231205,U10231205,2025-09-12,kakao,KA_C06,SA,1,1,1,P20250925_998719,2025-09-25,49527
L20260113_062986,U10062986,2026-01-13,google,GO_C02,DA,0,0,0,,,0
L20260111_425752,U10425752,2026-01-11,toss,TO_C02,DA,0,0,0,,,0
L20250807_117501,U10117501,2025-08-07,google,GO_C04,DA,1,0,0,,,0
L20251024_267611,U10267611,2025-10-24,meta,ME_C04,SA,1,1,1,P20251113_433475,2025-11-13,43024
L20260118_027667,U10027667,2026-01-18,google,GO_C01,DA,1,1,1,P20260211_666750,2026-02-11,56553
L20260115_073180,U10073180,2026-01-15,google,GO_C02,SA,1,0,0,,,0
L20251226_258569,U10258569,2025-12-26,meta,ME_C03,SA,0,0,0,,,0
L20250806_099038,U10099038,2025-08-06,google,GO_C03,SA,1,1,1,P20250817_410443,2025-08-17,46648
L20260115_305492,U10305492,2026-01-15,naver,NA_C01,SA,0,0,0,,,0
L20251025_281199,U10281199,2025-10-25,meta,ME_C06,DA,0,0,0,,,0
L20251220_093201,U10093201,2025-12-20,google,GO_C03,DA,0,0,0,,,0
L20251209_371242,U10371242,2025-12-09,naver,NA_C04,SA,0,0,0,,,0
L20251207_447408,U10447408,2025-12-07,toss,TO_C05,SA,0,0,0,,,0
L20250827_329372,U10329372,2025-08-27,naver,NA_C02,SA,0,0,0,,,0
L20251113_041750,U10041750,2025-11-13,google,GO_C01,SA,0,0,0,,,0
L20260120_204767,U10204767,2026-01-20,kakao,KA_C02,SA,0,0,0,,,0
L20251123_203829,U10203829,2025-11-23,kakao,KA_C02,SA,1,0,0,,,0
L20260126_432775,U10432775,2026-01-26,toss,TO_C03,DA,1,1,0,,,0
L20250814_064811,U10064811,2025-08-14,google,GO_C02,SA,0,0,0,,,0
L20251016_236817,U10236817,2025-10-16,meta,ME_C01,DA,0,0,0,,,0
L20250904_171002,U10171002,2025-09-04,google,GO_C06,DA,1,1,1,P20250909_874948,2025-09-09,50916
L20251120_212534,U10212534,2025-11-20,kakao,KA_C04,DA,1,1,1,P20251209_995541,2025-12-09,44796
L20251130_126562,U10126562,2025-11-30,google,GO_C04,DA,1,0,0,,,0
L20251209_152947,U10152947,2025-12-09,google,GO_C05,DA,0,0,0,,,0
L20251203_126774,U10126774,2025-12-03,google,GO_C04,DA,1,1,1,P20251212_166992,2025-12-12,37751
L20250808_386880,U10386880,2025-08-08,naver,NA_C05,SA,1,1,1,P20250902_371224,2025-09-02,45399
L20251226_113575,U10113575,2025-12-26,google,GO_C03,SA,1,0,0,,,0
L20251214_321802,U10321802,2025-12-14,naver,NA_C02,DA,1,1,1,P20251228_151139,2025-12-28,42784
L20251104_150020,U10150020,2025-11-04,google,GO_C05,DA,0,0,0,,,0
L20251026_293715,U10293715,2025-10-26,naver,NA_C01,DA,1,1,1,P20251115_314520,2025-11-15,36855
L20250914_310977,U10310977,2025-09-14,naver,NA_C02,DA,1,1,1,P20251008_977472,2025-10-08,54796
L20250918_199715,U10199715,2025-09-18,kakao,KA_C02,DA,1,1,1,P20251001_540169,2025-10-01,49815
L20251226_384211,U10384211,2025-12-26,naver,NA_C05,DA,0,0,0,,,0
L20250806_448600,U10448600,2025-08-06,toss,TO_C06,DA,0,0,0,,,0
L20251025_231977,U10231977,2025-10-25,kakao,KA_C06,SA,1,1,0,,,0
L20251128_059515,U10059515,2025-11-28,google,GO_C02,DA,0,0,0,,,0
L20251118_017341,U10017341,2025-11-18,google,GO_C01,DA,1,0,0,,,0
L20251111_237903,U10237903,2025-11-11,meta,ME_C01,DA,1,0,0,,,0
L20251012_378761,U10378761,2025-10-12,naver,NA_C05,DA,0,0,0,,,0
L20251027_039674,U10039674,2025-10-27,google,GO_C01,SA,1,1,1,P20251027_773479,2025-10-27,60290
L20250810_207961,U10207961,2025-08-10,kakao,KA_C03,SA,0,0,0,,,0
L20250826_241986,U10241986,2025-08-26,meta,ME_C01,SA,0,0,0,,,0
L20251028_219292,U10219292,2025-10-28,kakao,KA_C05,DA,0,0,0,,,0
L20260115_049713,U10049713,2026-01-15,google,GO_C01,SA,0,0,0,,,0
L20260127_386407,U10386407,2026-01-27,naver,NA_C05,DA,0,0,0,,,0
L20250810_364992,U10364992,2025-08-10,naver,NA_C04,SA,1,1,0,,,0
L20251128_070504,U10070504,2025-11-28,google,GO_C02,SA,1,1,1,P20251205_719317,2025-12-05,50405
L20250811_188113,U10188113,2025-08-11,kakao,KA_C01,DA,1,1,1,P20250827_298031,2025-08-27,53123
L20251223_220942,U10220942,2025-12-23,kakao,KA_C05,DA,0,0,0,,,0
L20251009_082823,U10082823,2025-10-09,google,GO_C03,DA,0,0,0,,,0
L20251226_340347,U10340347,2025-12-26,naver,NA_C02,SA,1,1,1,P20260121_421504,2026-01-21,40014
L20251003_104851,U10104851,2025-10-03,google,GO_C03,SA,0,0,0,,,0
L20250828_309247,U10309247,2025-08-28,naver,NA_C02,DA,1,1,1,P20250912_237071,2025-09-12,54957
L20251222_071923,U10071923,2025-12-22,google,GO_C02,SA,0,0,0,,,0
L20250925_389334,U10389334,2025-09-25,naver,NA_C05,SA,1,1,1,P20250928_895109,2025-09-28,44155
L20251127_089736,U10089736,2025-11-27,google,GO_C03,DA,0,0,0,,,0
L20251126_319563,U10319563,2025-11-26,naver,NA_C02,DA,1,1,1,P20251207_728558,2025-12-07,46494
L20250826_077196,U10077196,2025-08-26,google,GO_C03,DA,1,1,1,P20250905_285236,2025-09-05,47888
L20251115_224477,U10224477,2025-11-15,kakao,KA_C05,SA,0,0,0,,,0
L20260105_452682,U10452682,2026-01-05,toss,TO_C06,DA,0,0,0,,,0
L20250927_104265,U10104265,2025-09-27,google,GO_C03,SA,0,0,0,,,0
L20251119_151259,U10151259,2025-11-19,google,GO_C05,DA,0,0,0,,,0
L20251023_136273,U10136273,2025-10-23,google,GO_C04,SA,0,0,0,,,0
L20251205_185421,U10185421,2025-12-05,google,GO_C06,SA,0,0,0,,,0
L20251109_268042,U10268042,2025-11-09,meta,ME_C04,SA,1,1,1,P20251109_745893,2025-11-09,49504
L20251003_211573,U10211573,2025-10-03,kakao,KA_C04,DA,1,0,0,,,0
L20251109_124896,U10124896,2025-11-09,google,GO_C04,DA,1,0,0,,,0
L20250805_029745,U10029745,2025-08-05,google,GO_C01,SA,1,1,1,P20250817_479942,2025-08-17,59296
L20251007_442142,U10442142,2025-10-07,toss,TO_C05,DA,0,0,0,,,0
L20250904_354600,U10354600,2025-09-04,naver,NA_C04,DA,0,0,0,,,0
L20250828_329528,U10329528,2025-08-28,naver,NA_C02,SA,0,0,0,,,0
L20251207_382720,U10382720,2025-12-07,naver,NA_C05,DA,1,1,1,P20251207_746163,2025-12-07,49793
L20251022_379535,U10379535,2025-10-22,naver,NA_C05,DA,0,0,0,,,0
L20251204_060027,U10060027,2025-12-04,google,GO_C02,DA,0,0,0,,,0
L20250911_266440,U10266440,2025-09-11,meta,ME_C04,SA,0,0,0,,,0
L20251102_267867,U10267867,2025-11-02,meta,ME_C04,SA,1,1,1,P20251115_560523,2025-11-15,50158
L20250913_034429,U10034429,2025-09-13,google,GO_C01,SA,0,0,0,,,0
L20260112_230031,U10230031,2026-01-12,kakao,KA_C06,DA,1,1,0,,,0
L20251104_244297,U10244297,2025-11-04,meta,ME_C01,SA,0,0,0,,,0
L20251127_018896,U10018896,2025-11-27,google,GO_C01,DA,1,0,0,,,0
L20251113_262530,U10262530,2025-11-13,meta,ME_C04,DA,0,0,0,,,0
L20260113_168010,U10168010,2026-01-13,google,GO_C05,SA,1,1,1,P20260122_409567,2026-01-22,52288
L20251021_345652,U10345652,2025-10-21,naver,NA_C03,DA,1,1,0,,,0
L20251030_455184,U10455184,2025-10-30,toss,TO_C06,SA,1,0,0,,,0
L20251012_011347,U10011347,2025-10-12,google,GO_C01,DA,1,1,0,,,0
L20251001_036439,U10036439,2025-10-01,google,GO_C01,SA,0,0,0,,,0
L20250826_032309,U10032309,2025-08-26,google,GO_C01,SA,1,1,1,P20250908_927905,2025-09-08,44597
L20250805_000606,U10000606,2025-08-05,google,GO_C01,DA,0,0,0,,,0
L20260110_233409,U10233409,2026-01-10,kakao,KA_C06,SA,0,0,0,,,0
L20251031_107870,U10107870,2025-10-31,google,GO_C03,SA,0,0,0,,,0
L20250806_117411,U10117411,2025-08-06,google,GO_C04,DA,0,0,0,,,0
L20260124_131160,U10131160,2026-01-24,google,GO_C04,DA,1,1,1,P20260125_834744,2026-01-25,48580
L20250919_007775,U10007775,2025-09-19,google,GO_C01,DA,1,1,0,,,0
L20260105_129657,U10129657,2026-01-05,google,GO_C04,DA,0,0,0,,,0
L20251209_020957,U10020957,2025-12-09,google,GO_C01,DA,1,0,0,,,0
L20250923_035464,U10035464,2025-09-23,google,GO_C01,SA,0,0,0,,,0
L20251101_232101,U10232101,2025-11-01,kakao,KA_C06,SA,1,0,0,,,0
L20250828_449160,U10449160,2025-08-28,toss,TO_C06,DA,1,0,0,,,0
L20251007_205960,U10205960,2025-10-07,kakao,KA_C03,DA,0,0,0,,,0
L20260114_440461,U10440461,2026-01-14,toss,TO_C04,SA,0,0,0,,,0
L20251025_450727,U10450727,2025-10-25,toss,TO_C06,DA,1,1,1,P20251119_179935,2025-11-19,68354
L20251227_340415,U10340415,2025-12-27,naver,NA_C02,SA,1,1,1,P20251229_968753,2025-12-29,51495
L20251120_359792,U10359792,2025-11-20,naver,NA_C04,DA,1,1,0,,,0
L20251104_401355,U10401355,2025-11-04,naver,NA_C06,DA,0,0,0,,,0
L20251027_162891,U10162891,2025-10-27,google,GO_C05,SA,1,0,0,,,0
L20250906_366402,U10366402,2025-09-06,naver,NA_C04,SA,1,1,1,P20250910_985701,2025-09-10,39552
L20260120_373525,U10373525,2026-01-20,naver,NA_C04,SA,0,0,0,,,0
L20250913_171550,U10171550,2025-09-13,google,GO_C06,DA,0,0,0,,,0
L20251113_401922,U10401922,2025-11-13,naver,NA_C06,DA,0,0,0,,,0
L20260126_050958,U10050958,2026-01-26,google,GO_C01,SA,0,0,0,,,0
L20260103_384679,U10384679,2026-01-03,naver,NA_C05,DA,0,0,0,,,0
L20250914_408185,U10408185,2025-09-14,naver,NA_C06,SA,1,0,0,,,0
L20260126_396107,U10396107,2026-01-26,naver,NA_C05,SA,0,0,0,,,0
L20251110_209231,U10209231,2025-11-10,kakao,KA_C03,SA,0,0,0,,,0
L20250822_433124,U10433124,2025-08-22,toss,TO_C03,SA,0,0,0,,,0
L20250819_052354,U10052354,2025-08-19,google,GO_C02,DA,0,0,0,,,0
L20251224_046981,U10046981,2025-12-24,google,GO_C01,SA,1,0,0,,,0
L20251028_334886,U10334886,2025-10-28,naver,NA_C02,SA,0,0,0,,,0
L20251225_023754,U10023754,2025-12-25,google,GO_C01,DA,0,0,0,,,0
L20251017_183266,U10183266,2025-10-17,google,GO_C06,SA,1,1,1,P20251105_616210,2025-11-05,55804
L20251015_068072,U10068072,2025-10-15,google,GO_C02,SA,0,0,0,,,0
L20260104_240130,U10240130,2026-01-04,meta,ME_C01,DA,0,0,0,,,0
L20251206_020461,U10020461,2025-12-06,google,GO_C01,DA,1,1,1,P20260103_817980,2026-01-03,60291
L20251003_356471,U10356471,2025-10-03,naver,NA_C04,DA,1,1,1,P20251003_156357,2025-10-03,50100
L20251119_088589,U10088589,2025-11-19,google,GO_C03,DA,0,0,0,,,0
L20251112_109100,U10109100,2025-11-12,google,GO_C03,SA,0,0,0,,,0
L20260120_141646,U10141646,2026-01-20,google,GO_C04,SA,0,0,0,,,0
L20250910_285435,U10285435,2025-09-10,meta,ME_C06,SA,0,0,0,,,0
L20251120_420628,U10420628,2025-11-20,toss,TO_C01,SA,1,1,1,P20251127_901614,2025-11-27,58840
L20251029_431274,U10431274,2025-10-29,toss,TO_C03,DA,0,0,0,,,0
L20251218_428874,U10428874,2025-12-18,toss,TO_C02,SA,1,0,0,,,0
L20250918_266630,U10266630,2025-09-18,meta,ME_C04,SA,0,0,0,,,0
L20251003_082006,U10082006,2025-10-03,google,GO_C03,DA,1,0,0,,,0
L20251231_155053,U10155053,2025-12-31,google,GO_C05,DA,0,0,0,,,0
L20250814_194285,U10194285,2025-08-14,kakao,KA_C01,SA,1,0,0,,,0
L20260127_207796,U10207796,2026-01-27,kakao,KA_C03,DA,0,0,0,,,0
L20251103_316921,U10316921,2025-11-03,naver,NA_C02,DA,0,0,0,,,0
L20260125_131242,U10131242,2026-01-25,google,GO_C04,DA,0,0,0,,,0
L20251120_088724,U10088724,2025-11-20,google,GO_C03,DA,0,0,0,,,0
L20251127_402706,U10402706,2025-11-27,naver,NA_C06,DA,1,1,1,P20251217_626080,2025-12-17,54221
L20250910_235338,U10235338,2025-09-10,meta,ME_C01,DA,0,0,0,,,0
L20250814_226571,U10226571,2025-08-14,kakao,KA_C06,DA,0,0,0,,,0
L20251029_107716,U10107716,2025-10-29,google,GO_C03,SA,1,1,0,,,0
L20251025_123622,U10123622,2025-10-25,google,GO_C04,DA,1,1,1,P20251105_279242,2025-11-05,49029
L20250909_006157,U10006157,2025-09-09,google,GO_C01,DA,0,0,0,,,0
L20250831_349101,U10349101,2025-08-31,naver,NA_C03,SA,1,1,1,P20250910_472542,2025-09-10,49468
L20250814_205107,U10205107,2025-08-14,kakao,KA_C03,DA,1,0,0,,,0
L20251019_267466,U10267466,2025-10-19,meta,ME_C04,SA,1,1,1,P20251031_845981,2025-10-31,51138
L20251024_315779,U10315779,2025-10-24,naver,NA_C02,DA,1,1,1,P20251106_223436,2025-11-06,43412
L20251126_089637,U10089637,2025-11-26,google,GO_C03,DA,0,0,0,,,0
L20260105_062448,U10062448,2026-01-05,google,GO_C02,DA,1,1,1,P20260124_701583,2026-01-24,61377
L20250922_254746,U10254746,2025-09-22,meta,ME_C03,DA,1,1,1,P20251015_848923,2025-10-15,50508
L20250927_081222,U10081222,2025-09-27,google,GO_C03,DA,0,0,0,,,0
L20251229_288315,U10288315,2025-12-29,meta,ME_C06,SA,0,0,0,,,0
L20251227_113760,U10113760,2025-12-27,google,GO_C03,SA,0,0,0,,,0
L20251008_010753,U10010753,2025-10-08,google,GO_C01,DA,1,1,1,P20251101_584512,2025-11-01,58173
L20251218_061068,U10061068,2025-12-18,google,GO_C02,DA,1,1,1,P20251224_383013,2025-12-24,46448
L20250818_031339,U10031339,2025-08-18,google,GO_C01,SA,1,0,0,,,0
L20250825_118918,U10118918,2025-08-25,google,GO_C04,DA,0,0,0,,,0
L20251115_041933,U10041933,2025-11-15,google,GO_C01,SA,1,1,1,P20251115_978744,2025-11-15,55618
L20251204_238881,U10238881,2025-12-04,meta,ME_C01,DA,0,0,0,,,0
L20251211_112075,U10112075,2025-12-11,google,GO_C03,SA,0,0,0,,,0
L20251127_138268,U10138268,2025-11-27,google,GO_C04,SA,1,1,1,P20251201_298060,2025-12-01,46862
L20251107_294378,U10294378,2025-11-07,naver,NA_C01,DA,1,1,0,,,0
L20251001_009636,U10009636,2025-10-01,google,GO_C01,DA,1,0,0,,,0
L20250928_211454,U10211454,2025-09-28,kakao,KA_C04,DA,1,0,0,,,0
L20250822_353720,U10353720,2025-08-22,naver,NA_C04,DA,1,0,0,,,0
L20251126_232573,U10232573,2025-11-26,kakao,KA_C06,SA,1,0,0,,,0
L20250906_242354,U10242354,2025-09-06,meta,ME_C01,SA,1,1,1,P20251006_416917,2025-10-06,49561
L20250921_355663,U10355663,2025-09-21,naver,NA_C04,DA,0,0,0,,,0
L20250910_366573,U10366573,2025-09-10,naver,NA_C04,SA,1,1,1,P20251008_813346,2025-10-08,42429
L20251211_456123,U10456123,2025-12-11,toss,TO_C06,SA,1,1,1,P20260104_283840,2026-01-04,59545
L20251116_175334,U10175334,2025-11-16,google,GO_C06,DA,0,0,0,,,0
L20251126_164738,U10164738,2025-11-26,google,GO_C05,SA,1,1,1,P20251222_748524,2025-12-22,44213
L20251112_237967,U10237967,2025-11-12,meta,ME_C01,DA,0,0,0,,,0
L20250804_131591,U10131591,2025-08-04,google,GO_C04,SA,0,0,0,,,0
L20250829_247703,U10247703,2025-08-29,meta,ME_C02,DA,1,0,0,,,0
L20250913_310961,U10310961,2025-09-13,naver,NA_C02,DA,1,1,0,,,0
L20250924_035621,U10035621,2025-09-24,google,GO_C01,SA,1,0,0,,,0
L20251013_301631,U10301631,2025-10-13,naver,NA_C01,SA,1,1,1,P20251030_929304,2025-10-30,56350
L20250802_000120,U10000120,2025-08-02,google,GO_C01,DA,1,1,1,P20250827_632526,2025-08-27,45072
L20250805_169132,U10169132,2025-08-05,google,GO_C06,DA,0,0,0,,,0
L20251108_124800,U10124800,2025-11-08,google,GO_C04,DA,0,0,0,,,0
L20251221_154189,U10154189,2025-12-21,google,GO_C05,DA,1,1,1,P20260104_192183,2026-01-04,52459
L20251209_127291,U10127291,2025-12-09,google,GO_C04,DA,1,0,0,,,0
L20250924_280129,U10280129,2025-09-24,meta,ME_C06,DA,0,0,0,,,0
L20251030_085908,U10085908,2025-10-30,google,GO_C03,DA,0,0,0,,,0
L20250812_307267,U10307267,2025-08-12,naver,NA_C02,DA,0,0,0,,,0
L20251016_314871,U10314871,2025-10-16,naver,NA_C02,DA,0,0,0,,,0
L20250806_099019,U10099019,2025-08-06,google,GO_C03,SA,1,0,0,,,0
L20251013_037937,U10037937,2025-10-13,google,GO_C01,SA,0,0,0,,,0
L20250923_103869,U10103869,2025-09-23,google,GO_C03,SA,1,1,1,P20251017_152244,2025-10-17,50956
L20251107_087017,U10087017,2025-11-07,google,GO_C03,DA,0,0,0,,,0
L20250810_158071,U10158071,2025-08-10,google,GO_C05,SA,0,0,0,,,0
L20251014_148217,U10148217,2025-10-14,google,GO_C05,DA,0,0,0,,,0
L20251024_446573,U10446573,2025-10-24,toss,TO_C05,SA,1,1,1,P20251029_170001,2025-10-29,65587
L20250907_398212,U10398212,2025-09-07,naver,NA_C06,DA,0,0,0,,,0
L20251229_192850,U10192850,2025-12-29,kakao,KA_C01,DA,0,0,0,,,0
L20251110_108837,U10108837,2025-11-10,google,GO_C03,SA,1,1,1,P20251203_904711,2025-12-03,55732
L20250914_266501,U10266501,2025-09-14,meta,ME_C04,SA,1,0,0,,,0
L20260102_324056,U10324056,2026-01-02,naver,NA_C02,DA,0,0,0,,,0
L20250810_365020,U10365020,2025-08-10,naver,NA_C04,SA,1,1,1,P20250816_986219,2025-08-16,44697
L20251125_197047,U10197047,2025-11-25,kakao,KA_C01,SA,0,0,0,,,0
L20251104_410456,U10410456,2025-11-04,naver,NA_C06,SA,1,1,1,P20251204_527643,2025-12-04,46451
L20251222_128479,U10128479,2025-12-22,google,GO_C04,DA,0,0,0,,,0
L20251104_124459,U10124459,2025-11-04,google,GO_C04,DA,1,0,0,,,0
L20251212_153290,U10153290,2025-12-12,google,GO_C05,DA,0,0,0,,,0
L20250819_308120,U10308120,2025-08-19,naver,NA_C02,DA,0,0,0,,,0
L20260112_026761,U10026761,2026-01-12,google,GO_C01,DA,1,1,1,P20260115_869429,2026-01-15,46001
L20251009_067732,U10067732,2025-10-09,google,GO_C02,SA,1,0,0,,,0
L20251029_107649,U10107649,2025-10-29,google,GO_C03,SA,0,0,0,,,0
L20250929_243118,U10243118,2025-09-29,meta,ME_C01,SA,1,0,0,,,0
L20260122_284193,U10284193,2026-01-22,meta,ME_C06,DA,0,0,0,,,0
L20250801_000032,U10000032,2025-08-01,google,GO_C01,DA,0,0,0,,,0
L20251019_334015,U10334015,2025-10-19,naver,NA_C02,SA,0,0,0,,,0
L20260112_395276,U10395276,2026-01-12,naver,NA_C05,SA,0,0,0,,,0
L20251115_150873,U10150873,2025-11-15,google,GO_C05,DA,0,0,0,,,0
L20250807_000934,U10000934,2025-08-07,google,GO_C01,DA,0,0,0,,,0
L20251226_113670,U10113670,2025-12-26,google,GO_C03,SA,0,0,0,,,0
L20250826_308912,U10308912,2025-08-26,naver,NA_C02,DA,0,0,0,,,0
L20250909_078986,U10078986,2025-09-09,google,GO_C03,DA,1,1,1,P20250926_238380,2025-09-26,60191
L20251121_212553,U10212553,2025-11-21,kakao,KA_C04,DA,1,1,0,,,0
L20260106_129720,U10129720,2026-01-06,google,GO_C04,DA,1,0,0,,,0
L20251211_273610,U10273610,2025-12-11,meta,ME_C05,DA,0,0,0,,,0
L20251220_046393,U10046393,2025-12-20,google,GO_C01,SA,0,0,0,,,0
