date,channel,campaign_id,message_type,spend,leads,tm_attempts,tm_connected,contracts,premium
2026-01-20,google,G2,Long,15.53,6,1,1,0,0.0
2026-01-21,google,G1,Short,14.44,4,4,3,1,707.74
2026-01-21,google,G1,Long,3.55,0,0,0,0,0.0
2026-01-21,google,G2,Short,19.35,8,5,3,0,0.0
2026-01-21,google,G2,Long,14.86,7,7,0,0,0.0
2026-01-22,google,G1,Short,24.24,8,4,2,1,557.09
2026-01-22,google,G1,Long,11.65,5,4,1,1,557.09
2026-01-22,google,G2,Short,6.82,0,2,0,0,0.0
2026-01-22,google,G2,Long,12.91,3,3,0,0,0.0
2026-01-23,google,G1,Short,11.22,5,4,1,1,2469.3
2026-01-23,google,G1,Long,16.61,6,2,0,0,0.0
2026-01-23,google,G2,Short,6.24,1,2,0,0,0.0
2026-01-23,google,G2,Long,14.56,7,3,3,0,0.0
2026-01-24,google,G1,Short,5.71,4,1,1,0,0.0
2026-01-24,google,G1,Long,8.25,2,4,0,0,0.0
2026-01-24,google,G2,Short,12.81,7,4,1,1,3144.71
2026-01-24,google,G2,Long,10.78,4,5,2,0,0.0
2026-01-25,google,G1,Short,11.94,9,3,1,1,623.06
2026-01-25,google,G1,Long,6.17,4,3,1,0,0.0
2026-01-25,google,G2,Short,6.9,4,5,1,0,0.0
2026-01-25,google,G2,Long,3.24,3,1,0,0,0.0
2026-01-26,google,G1,Short,13.88,9,2,0,0,0.0
2026-01-26,google,G1,Long,3.13,0,1,0,0,0.0
2026-01-26,google,G2,Short,8.92,3,4,1,0,0.0
2026-01-26,google,G2,Long,26.26,6,6,4,0,0.0
2026-01-27,google,G1,Short,11.09,3,3,1,0,0.0
2026-01-27,google,G1,Long,22.86,10,11,2,1,1194.0
2026-01-27,google,G2,Short,4.35,1,0,0,0,0.0
2026-01-27,google,G2,Long,6.81,3,2,1,0,0.0
2026-01-28,google,G1,Short,27.19,11,14,5,2,3017.86
2026-01-28,google,G1,Long,8.52,4,1,1,0,0.0
2026-01-28,google,G2,Short,10.61,3,1,0,0,0.0
2026-01-28,google,G2,Long,4.4,1,3,1,0,0.0
2026-01-29,google,G1,Short,24.41,5,5,1,1,2888.89
2026-01-29,google,G1,Long,16.92,4,2,0,0,0.0
2026-01-29,google,G2,Short,1.81,1,1,1,0,0.0
2026-01-29,google,G2,Long,11.53,5,2,2,1,2888.89
2026-01-30,google,G1,Short,31.68,6,11,2,1,1716.23
2026-01-30,google,G1,Long,3.23,2,1,0,0,0.0
2026-01-30,google,G2,Short,3.9,0,0,0,0,0.0
2026-01-30,google,G2,Long,18.57,10,2,2,0,0.0
2026-01-31,google,G1,Short,8.21,2,4,0,0,0.0
2026-01-31,google,G1,Long,6.6,1,1,1,0,0.0
2026-01-31,google,G2,Short,16.38,8,4,1,0,0.0
2026-01-31,google,G2,Long,7.78,4,3,0,0,0.0
2026-02-01,google,G1,Short,4.98,2,1,1,1,3956.1
2026-02-01,google,G1,Long,5.71,4,3,1,0,0.0
2026-02-01,google,G2,Short,4.48,4,5,0,0,0.0
2026-02-01,google,G2,Long,8.69,6,7,2,0,0.0
2026-02-02,google,G1,Short,7.27,3,2,1,0,0.0
2026-02-02,google,G1,Long,15.63,7,8,1,0,0.0
2026-02-02,google,G2,Short,2.18,3,0,0,0,0.0
2026-02-02,google,G2,Long,7.91,6,4,3,0,0.0
2026-02-03,google,G1,Short,7.06,1,0,0,0,0.0
2026-02-03,google,G1,Long,17.12,11,5,1,0,0.0
2026-02-03,google,G2,Short,7.5,4,6,3,1,792.89
2026-02-03,google,G2,Long,4.71,1,2,0,0,0.0
2026-02-04,google,G1,Short,21.93,5,3,1,0,0.0
2026-02-04,google,G1,Long,9.74,4,3,1,1,1197.06
2026-02-04,google,G2,Short,10.04,2,4,0,0,0.0
2026-02-04,google,G2,Long,3.32,0,2,0,0,0.0
2026-02-05,google,G1,Short,14.96,6,6,1,0,0.0
2026-02-05,google,G1,Long,6.51,1,2,1,0,0.0
2026-02-05,google,G2,Short,7.37,6,2,1,0,0.0
2026-02-05,google,G2,Long,10.15,2,1,1,0,0.0
2026-02-06,google,G1,Short,8.09,3,0,0,0,0.0
2026-02-06,google,G1,Long,14.3,3,2,1,1,1430.04
2026-02-06,google,G2,Short,2.7,0,0,0,0,0.0
2026-02-06,google,G2,Long,11.71,2,6,1,0,0.0
2026-02-07,google,G1,Short,18.82,9,7,2,1,932.97
2026-02-07,google,G1,Long,0.7,1,0,0,0,0.0
2026-02-07,google,G2,Short,3.45,3,2,0,0,0.0
2026-02-07,google,G2,Long,8.97,6,3,1,0,0.0
2026-02-08,google,G1,Short,4.23,0,3,1,0,0.0
2026-02-08,google,G1,Long,4.59,1,3,2,0,0.0
2026-02-08,google,G2,Short,3.18,3,2,1,0,0.0
2026-02-08,google,G2,Long,18.52,16,8,3,0,0.0
2026-02-09,google,G1,Short,5.21,2,0,0,0,0.0
2026-02-09,google,G1,Long,4.76,1,0,0,0,0.0
2026-02-09,google,G2,Short,7.7,3,1,0,0,0.0
2026-02-09,google,G2,Long,17.39,4,4,1,0,0.0
2026-02-10,google,G1,Short,12.48,7,3,2,0,0.0
2026-02-10,google,G1,Long,9.15,3,3,1,0,0.0
2026-02-10,google,G2,Short,3.36,3,2,0,0,0.0
2026-02-10,google,G2,Long,7.87,2,2,0,0,0.0
2026-02-11,google,G1,Short,6.65,4,2,1,0,0.0
2026-02-11,google,G1,Long,4.57,3,1,0,0,0.0
2026-02-11,google,G2,Short,10.69,5,3,0,0,0.0
2026-02-11,google,G2,Long,12.55,4,8,4,0,0.0
2026-02-12,google,G1,Short,28.65,7,8,5,0,0.0
2026-02-12,google,G1,Long,1.48,1,1,0,0,0.0
2026-02-12,google,G2,Short,1.11,0,1,0,0,0.0
2026-02-12,google,G2,Long,11.17,6,1,1,1,1550.22
2026-02-13,google,G1,Short,1.42,0,0,0,0,0.0
2026-02-13,google,G1,Long,4.78,2,1,1,0,0.0
2026-02-13,google,G2,Short,29.35,10,7,1,0,0.0
2026-02-13,google,G2,Long,7.42,1,2,1,0,0.0
2026-02-14,google,G1,Short,8.67,2,1,1,0,0.0
2026-02-14,google,G1,Long,1.4,0,0,0,0,0.0
2026-02-14,google,G2,Short,20.3,12,7,3,2,5053.24
2026-02-14,google,G2,Long,4.04,1,3,0,0,0.0
2026-02-15,google,G1,Short,3.14,2,3,1,0,0.0
2026-02-15,google,G1,Long,5.89,4,2,2,0,0.0
2026-02-15,google,G2,Short,8.68,6,4,1,0,0.0
2026-02-15,google,G2,Long,7.87,5,4,1,1,1689.81
2026-02-16,google,G1,Short,4.54,3,5,0,0,0.0
2026-02-16,google,G1,Long,22.77,11,8,5,1,4409.47
2026-02-16,google,G2,Short,5.6,2,1,0,0,0.0
2026-02-16,google,G2,Long,2.16,1,0,0,0,0.0
2026-02-17,google,G1,Short,7.42,3,1,1,0,0.0
2026-02-17,google,G1,Long,12.99,5,6,1,0,0.0
2026-02-17,google,G2,Short,7.85,3,1,0,0,0.0
2026-02-17,google,G2,Long,7.36,1,4,1,1,3886.04
2026-02-18,google,G1,Short,9.66,5,1,0,0,0.0
2026-02-18,google,G1,Long,4.76,2,1,0,0,0.0
2026-02-18,google,G2,Short,10.14,4,0,0,0,0.0
2026-02-18,google,G2,Long,18.89,7,7,3,0,0.0
2026-02-19,google,G1,Short,15.51,10,8,0,0,0.0
2026-02-19,google,G1,Long,6.29,3,2,2,0,0.0
2026-02-19,google,G2,Short,10.08,7,3,3,0,0.0
2026-02-19,google,G2,Long,4.9,1,2,0,0,0.0
2026-02-20,google,G1,Short,13.41,9,4,3,1,1219.03
2026-02-20,google,G1,Long,5.58,1,2,0,0,0.0
2026-02-20,google,G2,Short,4.15,0,4,0,0,0.0
2026-02-20,google,G2,Long,18.62,11,7,3,1,1219.03
2026-02-21,google,G1,Short,6.63,2,1,1,0,0.0
2026-02-21,google,G1,Long,1.43,0,0,0,0,0.0
2026-02-21,google,G2,Short,11.16,5,4,1,1,561.28
2026-02-21,google,G2,Long,9.93,4,4,1,0,0.0
2026-02-22,google,G1,Short,2.45,0,1,1,0,0.0
2026-02-22,google,G1,Long,11.24,1,2,1,0,0.0
2026-02-22,google,G2,Short,8.46,1,2,0,0,0.0
2026-02-22,google,G2,Long,4.24,5,1,1,0,0.0
2026-02-23,google,G1,Short,16.7,8,6,3,0,0.0
2026-02-23,google,G1,Long,7.84,4,1,1,1,1269.39
2026-02-23,google,G2,Short,4.55,2,0,0,0,0.0
2026-02-23,google,G2,Long,9.11,2,6,0,0,0.0
2026-02-24,google,G1,Short,4.75,4,1,0,0,0.0
2026-02-24,google,G1,Long,5.91,2,2,0,0,0.0
2026-02-24,google,G2,Short,23.08,10,9,1,1,458.11
2026-02-24,google,G2,Long,5.61,0,0,0,0,0.0
2026-02-25,google,G1,Short,11.61,3,2,2,1,1585.44
2026-02-25,google,G1,Long,7.43,2,3,0,0,0.0
2026-02-25,google,G2,Short,5.05,1,0,0,0,0.0
2026-02-25,google,G2,Long,16.32,5,3,0,0,0.0
2026-02-26,google,G1,Short,6.8,3,3,1,0,0.0
2026-02-26,google,G1,Long,3.4,1,0,0,0,0.0
2026-02-26,google,G2,Short,19.4,9,3,3,0,0.0
2026-02-26,google,G2,Long,13.51,3,6,1,0,0.0
2026-02-27,google,G1,Short,8.23,1,2,2,0,0.0
2026-02-27,google,G1,Long,13.93,3,4,0,0,0.0
2026-02-27,google,G2,Short,16.93,5,3,1,0,0.0
2026-02-27,google,G2,Long,5.82,1,1,1,0,0.0
2026-02-28,google,G1,Short,3.23,0,2,0,0,0.0
2026-02-28,google,G1,Long,23.89,14,9,5,0,0.0
2026-02-28,google,G2,Short,3.89,4,2,0,0,0.0
2026-02-28,google,G2,Long,1.32,2,2,0,0,0.0
2025-10-01,kakao,K1,Short,4.81,0,0,0,0,0.0
2025-10-01,kakao,K1,Long,12.7,0,0,0,0,0.0
2025-10-01,kakao,K2,Short,3.91,0,0,0,0,0.0
2025-10-01,kakao,K2,Long,4.25,0,0,0,0,0.0
2025-10-02,kakao,K1,Short,4.76,2,2,0,0,0.0
2025-10-02,kakao,K1,Long,5.43,0,1,1,0,0.0
2025-10-02,kakao,K2,Short,14.3,5,3,0,0,0.0
2025-10-02,kakao,K2,Long,3.8,0,0,0,0,0.0
2025-10-03,kakao,K1,Short,7.86,3,3,2,0,0.0
2025-10-03,kakao,K1,Long,12.91,1,4,2,0,0.0
2025-10-03,kakao,K2,Short,6.33,0,1,0,0,0.0
2025-10-03,kakao,K2,Long,4.07,3,1,0,0,0.0
2025-10-04,kakao,K1,Short,1.72,2,0,0,0,0.0
2025-10-04,kakao,K1,Long,5.13,2,3,0,0,0.0
2025-10-04,kakao,K2,Short,7.76,4,6,2,0,0.0
2025-10-04,kakao,K2,Long,8.72,5,1,1,1,948.22
2025-10-05,kakao,K1,Short,6.21,5,3,2,0,0.0
2025-10-05,kakao,K1,Long,1.23,0,1,0,0,0.0
2025-10-05,kakao,K2,Short,3.35,1,3,1,0,0.0
2025-10-05,kakao,K2,Long,6.86,4,3,1,0,0.0
2025-10-06,kakao,K1,Short,8.53,6,3,0,0,0.0
2025-10-06,kakao,K1,Long,2.75,2,0,0,0,0.0
2025-10-06,kakao,K2,Short,4.64,2,3,3,1,1112.67
2025-10-06,kakao,K2,Long,9.09,1,5,0,0,0.0
2025-10-07,kakao,K1,Short,5.67,0,1,0,0,0.0
2025-10-07,kakao,K1,Long,12.99,6,7,0,0,0.0
2025-10-07,kakao,K2,Short,4.57,3,0,0,0,0.0
2025-10-07,kakao,K2,Long,2.57,1,0,0,0,0.0
2025-10-08,kakao,K1,Short,3.09,0,0,0,0,0.0
2025-10-08,kakao,K1,Long,11.74,6,4,1,0,0.0
2025-10-08,kakao,K2,Short,7.86,0,3,1,0,0.0
2025-10-08,kakao,K2,Long,5.05,4,1,0,0,0.0
2025-10-09,kakao,K1,Short,1.59,0,0,0,0,0.0
2025-10-09,kakao,K1,Long,7.05,2,3,1,0,0.0
2025-10-09,kakao,K2,Short,3.55,1,0,0,0,0.0
2025-10-09,kakao,K2,Long,17.03,12,8,3,0,0.0
2025-10-10,kakao,K1,Short,14.62,4,5,1,0,0.0
2025-10-10,kakao,K1,Long,11.81,6,1,1,0,0.0
2025-10-10,kakao,K2,Short,4.05,1,2,0,0,0.0
2025-10-10,kakao,K2,Long,0.9,0,0,0,0,0.0
2025-10-11,kakao,K1,Short,12.87,6,3,3,0,0.0
2025-10-11,kakao,K1,Long,1.97,1,3,0,0,0.0
2025-10-11,kakao,K2,Short,3.25,1,3,0,0,0.0
2025-10-11,kakao,K2,Long,5.71,5,3,1,1,1565.63
2025-10-12,kakao,K1,Short,6.92,3,4,1,0,0.0
2025-10-12,kakao,K1,Long,1.94,2,1,0,0,0.0
2025-10-12,kakao,K2,Short,7.99,7,5,2,1,1276.87
2025-10-12,kakao,K2,Long,1.4,0,0,0,0,0.0
2025-10-13,kakao,K1,Short,6.28,0,0,0,0,0.0
2025-10-13,kakao,K1,Long,5.56,0,2,1,0,0.0
2025-10-13,kakao,K2,Short,1.96,0,1,0,0,0.0
2025-10-13,kakao,K2,Long,9.56,4,1,1,0,0.0
2025-10-14,kakao,K1,Short,3.95,2,0,0,0,0.0
2025-10-14,kakao,K1,Long,6.25,4,3,0,0,0.0
2025-10-14,kakao,K2,Short,9.85,3,3,1,0,0.0
2025-10-14,kakao,K2,Long,5.87,3,1,0,0,0.0
2025-10-15,kakao,K1,Short,5.38,4,2,0,0,0.0
2025-10-15,kakao,K1,Long,5.95,4,2,0,0,0.0
2025-10-15,kakao,K2,Short,9.06,5,4,3,0,0.0
2025-10-15,kakao,K2,Long,5.08,3,3,1,0,0.0
2025-10-16,kakao,K1,Short,5.11,0,1,0,0,0.0
2025-10-16,kakao,K1,Long,10.76,4,2,2,0,0.0
2025-10-16,kakao,K2,Short,2.93,0,1,0,0,0.0
2025-10-16,kakao,K2,Long,8.24,0,3,1,0,0.0
2025-10-17,kakao,K1,Short,6.55,2,3,2,0,0.0
2025-10-17,kakao,K1,Long,0.77,1,1,0,0,0.0
2025-10-17,kakao,K2,Short,18.78,8,5,3,1,1341.78
2025-10-17,kakao,K2,Long,1.68,1,0,0,0,0.0
2025-10-18,kakao,K1,Short,0.75,0,1,0,0,0.0
2025-10-18,kakao,K1,Long,7.37,6,6,1,0,0.0
2025-10-18,kakao,K2,Short,3.34,2,0,0,0,0.0
2025-10-18,kakao,K2,Long,10.36,6,3,1,0,0.0
2025-10-19,kakao,K1,Short,2.04,2,0,0,0,0.0
2025-10-19,kakao,K1,Long,13.0,4,5,2,1,1094.39
2025-10-19,kakao,K2,Short,2.26,0,1,0,0,0.0
2025-10-19,kakao,K2,Long,1.22,0,2,0,0,0.0
2025-10-20,kakao,K1,Short,9.98,5,3,1,0,0.0
2025-10-20,kakao,K1,Long,4.8,1,1,1,1,940.8
2025-10-20,kakao,K2,Short,4.71,0,1,0,0,0.0
2025-10-20,kakao,K2,Long,1.97,0,0,0,0,0.0
2025-10-21,kakao,K1,Short,10.35,5,1,1,0,0.0
2025-10-21,kakao,K1,Long,3.55,1,1,0,0,0.0
2025-10-21,kakao,K2,Short,2.44,0,2,0,0,0.0
2025-10-21,kakao,K2,Long,13.11,2,4,2,0,0.0
2025-10-22,kakao,K1,Short,4.84,2,0,0,0,0.0
2025-10-22,kakao,K1,Long,6.0,2,1,0,0,0.0
2025-10-22,kakao,K2,Short,5.65,2,4,3,0,0.0
2025-10-22,kakao,K2,Long,9.38,6,4,0,0,0.0
2025-10-23,kakao,K1,Short,4.44,2,3,1,0,0.0
2025-10-23,kakao,K1,Long,20.75,10,6,1,1,1722.0
2025-10-23,kakao,K2,Short,2.12,2,2,1,0,0.0
2025-10-23,kakao,K2,Long,1.22,1,0,0,0,0.0
2025-10-24,kakao,K1,Short,1.3,1,1,1,0,0.0
2025-10-24,kakao,K1,Long,2.93,1,1,1,0,0.0
2025-10-24,kakao,K2,Short,5.8,1,4,0,0,0.0
2025-10-24,kakao,K2,Long,19.84,13,6,3,0,0.0
2025-10-25,kakao,K1,Short,7.83,4,3,2,1,856.4
2025-10-25,kakao,K1,Long,4.67,2,2,0,0,0.0
2025-10-25,kakao,K2,Short,9.15,4,1,1,0,0.0
2025-10-25,kakao,K2,Long,1.35,1,0,0,0,0.0
2025-10-26,kakao,K1,Short,8.56,7,5,2,0,0.0
2025-10-26,kakao,K1,Long,1.38,2,3,0,0,0.0
2025-10-26,kakao,K2,Short,8.39,9,7,3,1,2560.55
2025-10-26,kakao,K2,Long,2.52,1,0,0,0,0.0
2025-10-27,kakao,K1,Short,4.06,5,2,1,0,0.0
2025-10-27,kakao,K1,Long,2.27,1,0,0,0,0.0
2025-10-27,kakao,K2,Short,13.64,8,9,3,0,0.0
2025-10-27,kakao,K2,Long,1.39,0,1,0,0,0.0
2025-10-28,kakao,K1,Short,6.63,0,3,2,0,0.0
2025-10-28,kakao,K1,Long,4.04,3,0,0,0,0.0
2025-10-28,kakao,K2,Short,7.65,1,3,2,0,0.0
2025-10-28,kakao,K2,Long,9.02,5,5,1,0,0.0
2025-10-29,kakao,K1,Short,3.74,1,0,0,0,0.0
2025-10-29,kakao,K1,Long,7.01,4,3,2,0,0.0
2025-10-29,kakao,K2,Short,12.62,6,6,2,0,0.0
2025-10-29,kakao,K2,Long,2.41,1,1,0,0,0.0
2025-10-30,kakao,K1,Short,9.32,6,2,0,0,0.0
2025-10-30,kakao,K1,Long,9.0,1,0,0,0,0.0
2025-10-30,kakao,K2,Short,3.61,2,0,0,0,0.0
2025-10-30,kakao,K2,Long,4.7,0,1,1,0,0.0
2025-10-31,kakao,K1,Short,5.03,1,0,0,0,0.0
2025-10-31,kakao,K1,Long,1.06,1,1,0,0,0.0
2025-10-31,kakao,K2,Short,15.22,9,4,3,0,0.0
2025-10-31,kakao,K2,Long,5.6,1,4,0,0,0.0
2025-11-01,kakao,K1,Short,3.76,3,2,2,0,0.0
2025-11-01,kakao,K1,Long,8.15,6,5,1,0,0.0
2025-11-01,kakao,K2,Short,0.86,0,1,0,0,0.0
2025-11-01,kakao,K2,Long,10.14,2,6,2,0,0.0
2025-11-02,kakao,K1,Short,2.18,1,2,1,0,0.0
2025-11-02,kakao,K1,Long,8.82,10,7,5,0,0.0
2025-11-02,kakao,K2,Short,3.66,5,3,0,0,0.0
2025-11-02,kakao,K2,Long,2.93,1,3,0,0,0.0
2025-11-03,kakao,K1,Short,1.8,0,1,0,0,0.0
2025-11-03,kakao,K1,Long,9.48,4,1,0,0,0.0
2025-11-03,kakao,K2,Short,10.97,3,3,2,0,0.0
2025-11-03,kakao,K2,Long,3.55,2,1,0,0,0.0
2025-11-04,kakao,K1,Short,5.41,0,2,0,0,0.0
2025-11-04,kakao,K1,Long,9.64,2,3,3,1,1751.01
2025-11-04,kakao,K2,Short,10.04,5,1,0,0,0.0
2025-11-04,kakao,K2,Long,2.53,0,1,0,0,0.0
2025-11-05,kakao,K1,Short,13.47,4,3,0,0,0.0
2025-11-05,kakao,K1,Long,10.39,3,3,1,0,0.0
2025-11-05,kakao,K2,Short,0.46,0,0,0,0,0.0
2025-11-05,kakao,K2,Long,7.22,3,1,0,0,0.0
2025-11-06,kakao,K1,Short,1.17,1,0,0,0,0.0
2025-11-06,kakao,K1,Long,7.77,4,1,0,0,0.0
2025-11-06,kakao,K2,Short,15.19,7,5,4,0,0.0
2025-11-06,kakao,K2,Long,4.36,1,2,0,0,0.0
2025-11-07,kakao,K1,Short,2.19,1,1,1,0,0.0
2025-11-07,kakao,K1,Long,12.78,4,2,0,0,0.0
2025-11-07,kakao,K2,Short,4.75,0,3,0,0,0.0
2025-11-07,kakao,K2,Long,10.03,5,1,0,0,0.0
2025-11-08,kakao,K1,Short,1.94,2,4,1,0,0.0
2025-11-08,kakao,K1,Long,8.0,7,7,2,0,0.0
2025-11-08,kakao,K2,Short,4.61,4,2,0,0,0.0
2025-11-08,kakao,K2,Long,7.79,6,2,2,1,780.78
2025-11-09,kakao,K1,Short,3.39,3,1,0,0,0.0
2025-11-09,kakao,K1,Long,1.73,0,1,0,0,0.0
2025-11-09,kakao,K2,Short,5.94,3,3,2,1,93.25
2025-11-09,kakao,K2,Long,8.57,7,2,1,0,0.0
2025-11-10,kakao,K1,Short,8.29,6,2,2,2,2420.27
2025-11-10,kakao,K1,Long,2.9,1,2,0,0,0.0
2025-11-10,kakao,K2,Short,10.92,8,5,2,0,0.0
2025-11-10,kakao,K2,Long,4.59,2,2,1,0,0.0
2025-11-11,kakao,K1,Short,6.04,3,3,1,1,908.3
2025-11-11,kakao,K1,Long,6.5,3,6,2,0,0.0
2025-11-11,kakao,K2,Short,1.84,3,0,0,0,0.0
2025-11-11,kakao,K2,Long,10.48,8,5,1,0,0.0
2025-11-12,kakao,K1,Short,4.86,4,1,0,0,0.0
2025-11-12,kakao,K1,Long,12.44,6,5,2,0,0.0
2025-11-12,kakao,K2,Short,5.21,2,4,1,0,0.0
2025-11-12,kakao,K2,Long,2.52,1,0,0,0,0.0
2025-11-13,kakao,K1,Short,9.78,5,6,3,0,0.0
2025-11-13,kakao,K1,Long,4.47,4,2,1,0,0.0
2025-11-13,kakao,K2,Short,13.21,5,5,0,0,0.0
2025-11-13,kakao,K2,Long,1.76,1,0,0,0,0.0
2025-11-14,kakao,K1,Short,16.91,5,3,1,0,0.0
2025-11-14,kakao,K1,Long,2.96,1,1,1,0,0.0
2025-11-14,kakao,K2,Short,6.15,1,1,0,0,0.0
2025-11-14,kakao,K2,Long,3.88,4,1,1,0,0.0
2025-11-15,kakao,K1,Short,4.72,5,3,0,0,0.0
2025-11-15,kakao,K1,Long,15.04,9,6,2,0,0.0
2025-11-15,kakao,K2,Short,5.44,2,4,0,0,0.0
2025-11-15,kakao,K2,Long,2.03,0,1,0,0,0.0
2025-11-16,kakao,K1,Short,2.74,0,2,2,0,0.0
2025-11-16,kakao,K1,Long,8.21,8,5,1,0,0.0
2025-11-16,kakao,K2,Short,4.4,7,2,0,0,0.0
2025-11-16,kakao,K2,Long,2.43,2,2,0,0,0.0
2025-11-17,kakao,K1,Short,3.88,2,4,1,0,0.0
2025-11-17,kakao,K1,Long,5.31,3,3,3,0,0.0
2025-11-17,kakao,K2,Short,4.49,2,2,2,0,0.0
2025-11-17,kakao,K2,Long,6.21,4,3,1,1,2975.16
2025-11-18,kakao,K1,Short,6.32,4,1,1,0,0.0
2025-11-18,kakao,K1,Long,4.61,1,1,0,0,0.0
2025-11-18,kakao,K2,Short,14.1,7,3,1,0,0.0
2025-11-18,kakao,K2,Long,1.43,1,2,0,0,0.0
2025-11-19,kakao,K1,Short,9.42,5,3,1,0,0.0
2025-11-19,kakao,K1,Long,6.34,2,1,0,0,0.0
2025-11-19,kakao,K2,Short,1.69,1,1,0,0,0.0
2025-11-19,kakao,K2,Long,8.09,4,2,0,0,0.0
2025-11-20,kakao,K1,Short,13.44,4,4,0,0,0.0
2025-11-20,kakao,K1,Long,1.48,0,0,0,0,0.0
2025-11-20,kakao,K2,Short,5.4,3,3,1,0,0.0
2025-11-20,kakao,K2,Long,8.45,3,2,1,0,0.0
2025-11-21,kakao,K1,Short,6.83,1,3,0,0,0.0
2025-11-21,kakao,K1,Long,12.33,3,2,2,0,0.0
2025-11-21,kakao,K2,Short,9.36,3,3,0,0,0.0
2025-11-21,kakao,K2,Long,1.82,0,1,1,0,0.0
2025-11-22,kakao,K1,Short,13.7,10,7,3,0,0.0
2025-11-22,kakao,K1,Long,4.09,2,3,1,0,0.0
2025-11-22,kakao,K2,Short,2.35,0,1,1,0,0.0
2025-11-22,kakao,K2,Long,2.03,4,2,0,0,0.0
2025-11-23,kakao,K1,Short,3.72,1,0,0,0,0.0
2025-11-23,kakao,K1,Long,1.21,2,0,0,0,0.0
2025-11-23,kakao,K2,Short,7.92,2,6,2,1,785.09
2025-11-23,kakao,K2,Long,6.05,4,2,2,0,0.0
2025-11-24,kakao,K1,Short,5.81,2,2,1,0,0.0
2025-11-24,kakao,K1,Long,1.15,0,1,0,0,0.0
2025-11-24,kakao,K2,Short,8.87,4,4,1,0,0.0
2025-11-24,kakao,K2,Long,8.78,4,1,1,0,0.0
2025-11-25,kakao,K1,Short,1.03,0,1,0,0,0.0
2025-11-25,kakao,K1,Long,12.1,5,2,1,0,0.0
2025-11-25,kakao,K2,Short,6.64,1,1,0,0,0.0
2025-11-25,kakao,K2,Long,5.27,1,0,0,0,0.0
2025-11-26,kakao,K1,Short,2.85,1,0,0,0,0.0
2025-11-26,kakao,K1,Long,13.66,5,4,1,0,0.0
2025-11-26,kakao,K2,Short,2.66,0,1,1,0,0.0
2025-11-26,kakao,K2,Long,4.91,3,1,0,0,0.0
2025-11-27,kakao,K1,Short,9.16,3,2,0,0,0.0
2025-11-27,kakao,K1,Long,7.26,3,1,1,0,0.0
2025-11-27,kakao,K2,Short,6.37,2,1,0,0,0.0
2025-11-27,kakao,K2,Long,5.8,3,2,0,0,0.0
2025-11-28,kakao,K1,Short,7.69,2,1,0,0,0.0
2025-11-28,kakao,K1,Long,4.14,2,0,0,0,0.0
2025-11-28,kakao,K2,Short,8.18,1,1,0,0,0.0
2025-11-28,kakao,K2,Long,9.69,2,1,0,0,0.0
2025-11-29,kakao,K1,Short,5.64,2,5,0,0,0.0
2025-11-29,kakao,K1,Long,6.92,3,3,0,0,0.0
2025-11-29,kakao,K2,Short,2.81,2,1,0,0,0.0
2025-11-29,kakao,K2,Long,7.83,3,0,0,0,0.0
2025-11-30,kakao,K1,Short,0.9,1,0,0,0,0.0
2025-11-30,kakao,K1,Long,4.69,7,2,0,0,0.0
2025-11-30,kakao,K2,Short,5.4,6,5,2,0,0.0
2025-11-30,kakao,K2,Long,5.39,4,5,1,0,0.0
2025-12-01,kakao,K1,Short,9.57,5,2,1,0,0.0
2025-12-01,kakao,K1,Long,2.82,1,1,0,0,0.0
2025-12-01,kakao,K2,Short,2.09,3,1,0,0,0.0
2025-12-01,kakao,K2,Long,11.21,3,6,2,0,0.0
2025-12-02,kakao,K1,Short,14.31,8,5,1,0,0.0
2025-12-02,kakao,K1,Long,2.5,2,0,0,0,0.0
2025-12-02,kakao,K2,Short,12.34,2,3,0,0,0.0
2025-12-02,kakao,K2,Long,1.22,1,0,0,0,0.0
2025-12-03,kakao,K1,Short,5.32,1,3,0,0,0.0
2025-12-03,kakao,K1,Long,9.55,7,5,1,1,1091.8
2025-12-03,kakao,K2,Short,8.85,5,1,1,1,1091.8
2025-12-03,kakao,K2,Long,7.24,4,5,2,0,0.0
2025-12-04,kakao,K1,Short,5.18,3,1,0,0,0.0
2025-12-04,kakao,K1,Long,8.05,4,1,1,0,0.0
2025-12-04,kakao,K2,Short,4.33,4,0,0,0,0.0
2025-12-04,kakao,K2,Long,12.77,8,12,1,0,0.0
2025-12-05,kakao,K1,Short,7.54,3,3,0,0,0.0
2025-12-05,kakao,K1,Long,10.77,4,3,0,0,0.0
2025-12-05,kakao,K2,Short,5.19,0,2,0,0,0.0
2025-12-05,kakao,K2,Long,4.7,1,1,0,0,0.0
2025-12-06,kakao,K1,Short,2.63,2,2,0,0,0.0
2025-12-06,kakao,K1,Long,10.97,8,6,3,0,0.0
2025-12-06,kakao,K2,Short,6.92,3,3,0,0,0.0
2025-12-06,kakao,K2,Long,5.69,3,2,1,0,0.0
2025-12-07,kakao,K1,Short,7.22,4,6,1,0,0.0
2025-12-07,kakao,K1,Long,5.46,5,3,1,0,0.0
2025-12-07,kakao,K2,Short,3.39,2,1,1,0,0.0
2025-12-07,kakao,K2,Long,3.35,1,2,0,0,0.0
2025-12-08,kakao,K1,Short,5.42,4,3,0,0,0.0
2025-12-08,kakao,K1,Long,4.7,2,2,0,0,0.0
