lead_id,occurred_at,channel
Search_2025-05-08 00:00:00_l17,2025-05-08,Search
Search_2025-05-08 00:00:00_l18,2025-05-08,Search
Search_2025-05-08 00:00:00_l19,2025-05-08,Search
Search_2025-05-08 00:00:00_l20,2025-05-08,Search
Search_2025-05-08 00:00:00_l21,2025-05-08,Search
Search_2025-05-08 00:00:00_l22,2025-05-08,Search
Search_2025-05-08 00:00:00_l23,2025-05-08,Search
Search_2025-05-08 00:00:00_l24,2025-05-08,Search
Search_2025-05-08 00:00:00_l25,2025-05-08,Search
Search_2025-05-08 00:00:00_l26,2025-05-08,Search
Search_2025-05-08 00:00:00_l27,2025-05-08,Search
Search_2025-05-08 00:00:00_l28,2025-05-08,Search
Search_2025-05-08 00:00:00_l29,2025-05-08,Search
Search_2025-05-08 00:00:00_l30,2025-05-08,Search
Search_2025-05-08 00:00:00_l31,2025-05-08,Search
Search_2025-05-08 00:00:00_l32,2025-05-08,Search
Social_2025-05-08 00:00:00_l0,2025-05-08,Social
Social_2025-05-08 00:00:00_l1,2025-05-08,Social
Social_2025-05-08 00:00:00_l2,2025-05-08,Social
Social_2025-05-08 00:00:00_l3,2025-05-08,Social
Social_2025-05-08 00:00:00_l4,2025-05-08,Social
Social_2025-05-08 00:00:00_l5,2025-05-08,Social
Social_2025-05-08 00:00:00_l6,2025-05-08,Social
Social_2025-05-08 00:00:00_l7,2025-05-08,Social
Social_2025-05-08 00:00:00_l8,2025-05-08,Social
Social_2025-05-08 00:00:00_l9,2025-05-08,Social
Search_2025-05-09 00:00:00_l0,2025-05-09,Search
Search_2025-05-09 00:00:00_l1,2025-05-09,Search
Search_2025-05-09 00:00:00_l2,2025-05-09,Search
Search_2025-05-09 00:00:00_l3,2025-05-09,Search
Search_2025-05-09 00:00:00_l4,2025-05-09,Search
Search_2025-05-09 00:00:00_l5,2025-05-09,Search
Search_2025-05-09 00:00:00_l6,2025-05-09,Search
Search_2025-05-09 00:00:00_l7,2025-05-09,Search
Search_2025-05-09 00:00:00_l8,2025-05-09,Search
Search_2025-05-09 00:00:00_l9,2025-05-09,Search
Search_2025-05-09 00:00:00_l10,2025-05-09,Search
Search_2025-05-09 00:00:00_l11,2025-05-09,Search
Search_2025-05-09 00:00:00_l12,2025-05-09,Search
Search_2025-05-09 00:00:00_l13,2025-05-09,Search
Search_2025-05-09 00:00:00_l14,2025-05-09,Search
Search_2025-05-09 00:00:00_l15,2025-05-09,Search
Search_2025-05-09 00:00:00_l16,2025-05-09,Search
Search_2025-05-09 00:00:00_l17,2025-05-09,Search
Search_2025-05-09 00:00:00_l18,2025-05-09,Search
Search_2025-05-09 00:00:00_l19,2025-05-09,Search
Search_2025-05-09 00:00:00_l20,2025-05-09,Search
Search_2025-05-09 00:00:00_l21,2025-05-09,Search
Search_2025-05-09 00:00:00_l22,2025-05-09,Search
Search_2025-05-09 00:00:00_l23,2025-05-09,Search
Search_2025-05-09 00:00:00_l24,2025-05-09,Search
Search_2025-05-09 00:00:00_l25,2025-05-09,Search
Search_2025-05-09 00:00:00_l26,2025-05-09,Search
Search_2025-05-09 00:00:00_l27,2025-05-09,Search
Search_2025-05-09 00:00:00_l28,2025-05-09,Search
Social_2025-05-09 00:00:00_l0,2025-05-09,Social
Social_2025-05-09 00:00:00_l1,2025-05-09,Social
Social_2025-05-09 00:00:00_l2,2025-05-09,Social
Social_2025-05-09 00:00:00_l3,2025-05-09,Social
Social_2025-05-09 00:00:00_l4,2025-05-09,Social
Social_2025-05-09 00:00:00_l5,2025-05-09,Social
Social_2025-05-09 00:00:00_l6,2025-05-09,Social
Social_2025-05-09 00:00:00_l7,2025-05-09,Social
Social_2025-05-09 00:00:00_l8,2025-05-09,Social
Search_2025-05-10 00:00:00_l0,2025-05-10,Search
Search_2025-05-10 00:00:00_l1,2025-05-10,Search
Search_2025-05-10 00:00:00_l2,2025-05-10,Search
Search_2025-05-10 00:00:00_l3,2025-05-10,Search
Search_2025-05-10 00:00:00_l4,2025-05-10,Search
Search_2025-05-10 00:00:00_l5,2025-05-10,Search
Search_2025-05-10 00:00:00_l6,2025-05-10,Search
Search_2025-05-10 00:00:00_l7,2025-05-10,Search
Search_2025-05-10 00:00:00_l8,2025-05-10,Search
Search_2025-05-10 00:00:00_l9,2025-05-10,Search
Search_2025-05-10 00:00:00_l10,2025-05-10,Search
Search_2025-05-10 00:00:00_l11,2025-05-10,Search
Search_2025-05-10 00:00:00_l12,2025-05-10,Search
Search_2025-05-10 00:00:00_l13,2025-05-10,Search
Search_2025-05-10 00:00:00_l14,2025-05-10,Search
Search_2025-05-10 00:00:00_l15,2025-05-10,Search
Social_2025-05-10 00:00:00_l0,2025-05-10,Social
Social_2025-05-10 00:00:00_l1,2025-05-10,Social
Social_2025-05-10 00:00:00_l2,2025-05-10,Social
Social_2025-05-10 00:00:00_l3,2025-05-10,Social
Social_2025-05-10 00:00:00_l4,2025-05-10,Social
Social_2025-05-10 00:00:00_l5,2025-05-10,Social
Social_2025-05-10 00:00:00_l6,2025-05-10,Social
Social_2025-05-10 00:00:00_l7,2025-05-10,Social
Social_2025-05-10 00:00:00_l8,2025-05-10,Social
Social_2025-05-10 00:00:00_l9,2025-05-10,Social
Social_2025-05-10 00:00:00_l10,2025-05-10,Social
Social_2025-05-10 00:00:00_l11,2025-05-10,Social
Social_2025-05-10 00:00:00_l12,2025-05-10,Social
Search_2025-05-11 00:00:00_l0,2025-05-11,Search
Search_2025-05-11 00:00:00_l1,2025-05-11,Search
Search_2025-05-11 00:00:00_l2,2025-05-11,Search
Search_2025-05-11 00:00:00_l3,2025-05-11,Search
Search_2025-05-11 00:00:00_l4,2025-05-11,Search
Search_2025-05-11 00:00:00_l5,2025-05-11,Search
Search_2025-05-11 00:00:00_l6,2025-05-11,Search
Search_2025-05-11 00:00:00_l7,2025-05-11,Search
Search_2025-05-11 00:00:00_l8,2025-05-11,Search
Search_2025-05-11 00:00:00_l9,2025-05-11,Search
Search_2025-05-11 00:00:00_l10,2025-05-11,Search
Search_2025-05-11 00:00:00_l11,2025-05-11,Search
Search_2025-05-11 00:00:00_l12,2025-05-11,Search
Search_2025-05-11 00:00:00_l13,2025-05-11,Search
Search_2025-05-11 00:00:00_l14,2025-05-11,Search
Search_2025-05-11 00:00:00_l15,2025-05-11,Search
Search_2025-05-11 00:00:00_l16,2025-05-11,Search
Search_2025-05-11 00:00:00_l17,2025-05-11,Search
Search_2025-05-11 00:00:00_l18,2025-05-11,Search
Search_2025-05-11 00:00:00_l19,2025-05-11,Search
Search_2025-05-11 00:00:00_l20,2025-05-11,Search
Search_2025-05-11 00:00:00_l21,2025-05-11,Search
Search_2025-05-11 00:00:00_l22,2025-05-11,Search
Search_2025-05-11 00:00:00_l23,2025-05-11,Search
Search_2025-05-11 00:00:00_l24,2025-05-11,Search
Search_2025-05-11 00:00:00_l25,2025-05-11,Search
Search_2025-05-11 00:00:00_l26,2025-05-11,Search
Search_2025-05-11 00:00:00_l27,2025-05-11,Search
Search_2025-05-11 00:00:00_l28,2025-05-11,Search
Social_2025-05-11 00:00:00_l0,2025-05-11,Social
Social_2025-05-11 00:00:00_l1,2025-05-11,Social
Social_2025-05-11 00:00:00_l2,2025-05-11,Social
Social_2025-05-11 00:00:00_l3,2025-05-11,Social
Social_2025-05-11 00:00:00_l4,2025-05-11,Social
Social_2025-05-11 00:00:00_l5,2025-05-11,Social
Social_2025-05-11 00:00:00_l6,2025-05-11,Social
Social_2025-05-11 00:00:00_l7,2025-05-11,Social
Social_2025-05-11 00:00:00_l8,2025-05-11,Social
Social_2025-05-11 00:00:00_l9,2025-05-11,Social
Social_2025-05-11 00:00:00_l10,2025-05-11,Social
Social_2025-05-11 00:00:00_l11,2025-05-11,Social
Social_2025-05-11 00:00:00_l12,2025-05-11,Social
Social_2025-05-11 00:00:00_l13,2025-05-11,Social
Social_2025-05-11 00:00:00_l14,2025-05-11,Social
Social_2025-05-11 00:00:00_l15,2025-05-11,Social
Social_2025-05-11 00:00:00_l16,2025-05-11,Social
Social_2025-05-11 00:00:00_l17,2025-05-11,Social
Social_2025-05-11 00:00:00_l18,2025-05-11,Social
Social_2025-05-11 00:00:00_l19,2025-05-11,Social
Search_2025-05-12 00:00:00_l0,2025-05-12,Search
Search_2025-05-12 00:00:00_l1,2025-05-12,Search
Search_2025-05-12 00:00:00_l2,2025-05-12,Search
Search_2025-05-12 00:00:00_l3,2025-05-12,Search
Search_2025-05-12 00:00:00_l4,2025-05-12,Search
Search_2025-05-12 00:00:00_l5,2025-05-12,Search
Search_2025-05-12 00:00:00_l6,2025-05-12,Search
Search_2025-05-12 00:00:00_l7,2025-05-12,Search
Search_2025-05-12 00:00:00_l8,2025-05-12,Search
Search_2025-05-12 00:00:00_l9,2025-05-12,Search
Search_2025-05-12 00:00:00_l10,2025-05-12,Search
Search_2025-05-12 00:00:00_l11,2025-05-12,Search
Search_2025-05-12 00:00:00_l12,2025-05-12,Search
Search_2025-05-12 00:00:00_l13,2025-05-12,Search
Search_2025-05-12 00:00:00_l14,2025-05-12,Search
Search_2025-05-12 00:00:00_l15,2025-05-12,Search
Search_2025-05-12 00:00:00_l16,2025-05-12,Search
Search_2025-05-12 00:00:00_l17,2025-05-12,Search
Search_2025-05-12 00:00:00_l18,2025-05-12,Search
Search_2025-05-12 00:00:00_l19,2025-05-12,Search
Search_2025-05-12 00:00:00_l20,2025-05-12,Search
Search_2025-05-12 00:00:00_l21,2025-05-12,Search
Search_2025-05-12 00:00:00_l22,2025-05-12,Search
Search_2025-05-12 00:00:00_l23,2025-05-12,Search
Social_2025-05-12 00:00:00_l0,2025-05-12,Social
Social_2025-05-12 00:00:00_l1,2025-05-12,Social
Social_2025-05-12 00:00:00_l2,2025-05-12,Social
Social_2025-05-12 00:00:00_l3,2025-05-12,Social
Social_2025-05-12 00:00:00_l4,2025-05-12,Social
Social_2025-05-12 00:00:00_l5,2025-05-12,Social
Social_2025-05-12 00:00:00_l6,2025-05-12,Social
Social_2025-05-12 00:00:00_l7,2025-05-12,Social
Social_2025-05-12 00:00:00_l8,2025-05-12,Social
Social_2025-05-12 00:00:00_l9,2025-05-12,Social
Social_2025-05-12 00:00:00_l10,2025-05-12,Social
Social_2025-05-12 00:00:00_l11,2025-05-12,Social
Social_2025-05-12 00:00:00_l12,2025-05-12,Social
Social_2025-05-12 00:00:00_l13,2025-05-12,Social
Social_2025-05-12 00:00:00_l14,2025-05-12,Social
Search_2025-05-13 00:00:00_l0,2025-05-13,Search
Search_2025-05-13 00:00:00_l1,2025-05-13,Search
Search_2025-05-13 00:00:00_l2,2025-05-13,Search
Search_2025-05-13 00:00:00_l3,2025-05-13,Search
Search_2025-05-13 00:00:00_l4,2025-05-13,Search
Search_2025-05-13 00:00:00_l5,2025-05-13,Search
Search_2025-05-13 00:00:00_l6,2025-05-13,Search
Search_2025-05-13 00:00:00_l7,2025-05-13,Search
Search_2025-05-13 00:00:00_l8,2025-05-13,Search
Search_2025-05-13 00:00:00_l9,2025-05-13,Search
Search_2025-05-13 00:00:00_l10,2025-05-13,Search
Search_2025-05-13 00:00:00_l11,2025-05-13,Search
Search_2025-05-13 00:00:00_l12,2025-05-13,Search
Search_2025-05-13 00:00:00_l13,2025-05-13,Search
Search_2025-05-13 00:00:00_l14,2025-05-13,Search
Search_2025-05-13 00:00:00_l15,2025-05-13,Search
Search_2025-05-13 00:00:00_l16,2025-05-13,Search
Search_2025-05-13 00:00:00_l17,2025-05-13,Search
Search_2025-05-13 00:00:00_l18,2025-05-13,Search
Search_2025-05-13 00:00:00_l19,2025-05-13,Search
Search_2025-05-13 00:00:00_l20,2025-05-13,Search
Search_2025-05-13 00:00:00_l21,2025-05-13,Search
Search_2025-05-13 00:00:00_l22,2025-05-13,Search
Search_2025-05-13 00:00:00_l23,2025-05-13,Search
Search_2025-05-13 00:00:00_l24,2025-05-13,Search
Social_2025-05-13 00:00:00_l0,2025-05-13,Social
Social_2025-05-13 00:00:00_l1,2025-05-13,Social
Social_2025-05-13 00:00:00_l2,2025-05-13,Social
Social_2025-05-13 00:00:00_l3,2025-05-13,Social
Social_2025-05-13 00:00:00_l4,2025-05-13,Social
Social_2025-05-13 00:00:00_l5,2025-05-13,Social
Social_2025-05-13 00:00:00_l6,2025-05-13,Social
Social_2025-05-13 00:00:00_l7,2025-05-13,Social
Social_2025-05-13 00:00:00_l8,2025-05-13,Social
Social_2025-05-13 00:00:00_l9,2025-05-13,Social
Social_2025-05-13 00:00:00_l10,2025-05-13,Social
Social_2025-05-13 00:00:00_l11,2025-05-13,Social
Social_2025-05-13 00:00:00_l12,2025-05-13,Social
Social_2025-05-13 00:00:00_l13,2025-05-13,Social
Social_2025-05-13 00:00:00_l14,2025-05-13,Social
Social_2025-05-13 00:00:00_l15,2025-05-13,Social
Social_2025-05-13 00:00:00_l16,2025-05-13,Social
Social_2025-05-13 00:00:00_l17,2025-05-13,Social
Social_2025-05-13 00:00:00_l18,2025-05-13,Social
Social_2025-05-13 00:00:00_l19,2025-05-13,Social
Social_2025-05-13 00:00:00_l20,2025-05-13,Social
Social_2025-05-13 00:00:00_l21,2025-05-13,Social
Social_2025-05-13 00:00:00_l22,2025-05-13,Social
Search_2025-05-14 00:00:00_l0,2025-05-14,Search
Search_2025-05-14 00:00:00_l1,2025-05-14,Search
Search_2025-05-14 00:00:00_l2,2025-05-14,Search
Search_2025-05-14 00:00:00_l3,2025-05-14,Search
Search_2025-05-14 00:00:00_l4,2025-05-14,Search
Search_2025-05-14 00:00:00_l5,2025-05-14,Search
Search_2025-05-14 00:00:00_l6,2025-05-14,Search
Search_2025-05-14 00:00:00_l7,2025-05-14,Search
Search_2025-05-14 00:00:00_l8,2025-05-14,Search
Search_2025-05-14 00:00:00_l9,2025-05-14,Search
Search_2025-05-14 00:00:00_l10,2025-05-14,Search
Search_2025-05-14 00:00:00_l11,2025-05-14,Search
Search_2025-05-14 00:00:00_l12,2025-05-14,Search
Search_2025-05-14 00:00:00_l13,2025-05-14,Search
Search_2025-05-14 00:00:00_l14,2025-05-14,Search
Search_2025-05-14 00:00:00_l15,2025-05-14,Search
Search_2025-05-14 00:00:00_l16,2025-05-14,Search
Search_2025-05-14 00:00:00_l17,2025-05-14,Search
Search_2025-05-14 00:00:00_l18,2025-05-14,Search
Search_2025-05-14 00:00:00_l19,2025-05-14,Search
Social_2025-05-14 00:00:00_l0,2025-05-14,Social
Social_2025-05-14 00:00:00_l1,2025-05-14,Social
Social_2025-05-14 00:00:00_l2,2025-05-14,Social
Social_2025-05-14 00:00:00_l3,2025-05-14,Social
Social_2025-05-14 00:00:00_l4,2025-05-14,Social
Social_2025-05-14 00:00:00_l5,2025-05-14,Social
Social_2025-05-14 00:00:00_l6,2025-05-14,Social
Social_2025-05-14 00:00:00_l7,2025-05-14,Social
Social_2025-05-14 00:00:00_l8,2025-05-14,Social
Social_2025-05-14 00:00:00_l9,2025-05-14,Social
Search_2025-05-15 00:00:00_l0,2025-05-15,Search
Search_2025-05-15 00:00:00_l1,2025-05-15,Search
Search_2025-05-15 00:00:00_l2,2025-05-15,Search
Search_2025-05-15 00:00:00_l3,2025-05-15,Search
Search_2025-05-15 00:00:00_l4,2025-05-15,Search
Search_2025-05-15 00:00:00_l5,2025-05-15,Search
Search_2025-05-15 00:00:00_l6,2025-05-15,Search
Search_2025-05-15 00:00:00_l7,2025-05-15,Search
Search_2025-05-15 00:00:00_l8,2025-05-15,Search
Search_2025-05-15 00:00:00_l9,2025-05-15,Search
Search_2025-05-15 00:00:00_l10,2025-05-15,Search
Search_2025-05-15 00:00:00_l11,2025-05-15,Search
Search_2025-05-15 00:00:00_l12,2025-05-15,Search
Search_2025-05-15 00:00:00_l13,2025-05-15,Search
Search_2025-05-15 00:00:00_l14,2025-05-15,Search
Search_2025-05-15 00:00:00_l15,2025-05-15,Search
Search_2025-05-15 00:00:00_l16,2025-05-15,Search
Search_2025-05-15 00:00:00_l17,2025-05-15,Search
Search_2025-05-15 00:00:00_l18,2025-05-15,Search
Search_2025-05-15 00:00:00_l19,2025-05-15,Search
Search_2025-05-15 00:00:00_l20,2025-05-15,Search
Search_2025-05-15 00:00:00_l21,2025-05-15,Search
Search_2025-05-15 00:00:00_l22,2025-05-15,Search
Search_2025-05-15 00:00:00_l23,2025-05-15,Search
Search_2025-05-15 00:00:00_l24,2025-05-15,Search
Search_2025-05-15 00:00:00_l25,2025-05-15,Search
Search_2025-05-15 00:00:00_l26,2025-05-15,Search
Search_2025-05-15 00:00:00_l27,2025-05-15,Search
Search_2025-05-15 00:00:00_l28,2025-05-15,Search
Search_2025-05-15 00:00:00_l29,2025-05-15,Search
Search_2025-05-15 00:00:00_l30,2025-05-15,Search
Social_2025-05-15 00:00:00_l0,2025-05-15,Social
Social_2025-05-15 00:00:00_l1,2025-05-15,Social
Social_2025-05-15 00:00:00_l2,2025-05-15,Social
Social_2025-05-15 00:00:00_l3,2025-05-15,Social
Social_2025-05-15 00:00:00_l4,2025-05-15,Social
Social_2025-05-15 00:00:00_l5,2025-05-15,Social
Social_2025-05-15 00:00:00_l6,2025-05-15,Social
Social_2025-05-15 00:00:00_l7,2025-05-15,Social
Social_2025-05-15 00:00:00_l8,2025-05-15,Social
Social_2025-05-15 00:00:00_l9,2025-05-15,Social
Social_2025-05-15 00:00:00_l10,2025-05-15,Social
Social_2025-05-15 00:00:00_l11,2025-05-15,Social
Social_2025-05-15 00:00:00_l12,2025-05-15,Social
Social_2025-05-15 00:00:00_l13,2025-05-15,Social
Social_2025-05-15 00:00:00_l14,2025-05-15,Social
Social_2025-05-15 00:00:00_l15,2025-05-15,Social
Social_2025-05-15 00:00:00_l16,2025-05-15,Social
Social_2025-05-15 00:00:00_l17,2025-05-15,Social
Social_2025-05-15 00:00:00_l18,2025-05-15,Social
Social_2025-05-15 00:00:00_l19,2025-05-15,Social
Social_2025-05-15 00:00:00_l20,2025-05-15,Social
Social_2025-05-15 00:00:00_l21,2025-05-15,Social
Social_2025-05-15 00:00:00_l22,2025-05-15,Social
Search_2025-05-16 00:00:00_l0,2025-05-16,Search
Search_2025-05-16 00:00:00_l1,2025-05-16,Search
Search_2025-05-16 00:00:00_l2,2025-05-16,Search
Search_2025-05-16 00:00:00_l3,2025-05-16,Search
Search_2025-05-16 00:00:00_l4,2025-05-16,Search
Search_2025-05-16 00:00:00_l5,2025-05-16,Search
Search_2025-05-16 00:00:00_l6,2025-05-16,Search
Search_2025-05-16 00:00:00_l7,2025-05-16,Search
Search_2025-05-16 00:00:00_l8,2025-05-16,Search
Search_2025-05-16 00:00:00_l9,2025-05-16,Search
Search_2025-05-16 00:00:00_l10,2025-05-16,Search
Search_2025-05-16 00:00:00_l11,2025-05-16,Search
Search_2025-05-16 00:00:00_l12,2025-05-16,Search
Search_2025-05-16 00:00:00_l13,2025-05-16,Search
Search_2025-05-16 00:00:00_l14,2025-05-16,Search
Search_2025-05-16 00:00:00_l15,2025-05-16,Search
Search_2025-05-16 00:00:00_l16,2025-05-16,Search
Search_2025-05-16 00:00:00_l17,2025-05-16,Search
Search_2025-05-16 00:00:00_l18,2025-05-16,Search
Search_2025-05-16 00:00:00_l19,2025-05-16,Search
Search_2025-05-16 00:00:00_l20,2025-05-16,Search
Search_2025-05-16 00:00:00_l21,2025-05-16,Search
Search_2025-05-16 00:00:00_l22,2025-05-16,Search
Search_2025-05-16 00:00:00_l23,2025-05-16,Search
Search_2025-05-16 00:00:00_l24,2025-05-16,Search
Search_2025-05-16 00:00:00_l25,2025-05-16,Search
Search_2025-05-16 00:00:00_l26,2025-05-16,Search
Social_2025-05-16 00:00:00_l0,2025-05-16,Social
Social_2025-05-16 00:00:00_l1,2025-05-16,Social
Social_2025-05-16 00:00:00_l2,2025-05-16,Social
Social_2025-05-16 00:00:00_l3,2025-05-16,Social
Social_2025-05-16 00:00:00_l4,2025-05-16,Social
Social_2025-05-16 00:00:00_l5,2025-05-16,Social
Social_2025-05-16 00:00:00_l6,2025-05-16,Social
Social_2025-05-16 00:00:00_l7,2025-05-16,Social
Social_2025-05-16 00:00:00_l8,2025-05-16,Social
Social_2025-05-16 00:00:00_l9,2025-05-16,Social
Social_2025-05-16 00:00:00_l10,2025-05-16,Social
Social_2025-05-16 00:00:00_l11,2025-05-16,Social
Social_2025-05-16 00:00:00_l12,2025-05-16,Social
Social_2025-05-16 00:00:00_l13,2025-05-16,Social
Social_2025-05-16 00:00:00_l14,2025-05-16,Social
Social_2025-05-16 00:00:00_l15,2025-05-16,Social
Social_2025-05-16 00:00:00_l16,2025-05-16,Social
Social_2025-05-16 00:00:00_l17,2025-05-16,Social
Social_2025-05-16 00:00:00_l18,2025-05-16,Social
Search_2025-05-17 00:00:00_l0,2025-05-17,Search
Search_2025-05-17 00:00:00_l1,2025-05-17,Search
Search_2025-05-17 00:00:00_l2,2025-05-17,Search
Search_2025-05-17 00:00:00_l3,2025-05-17,Search
Search_2025-05-17 00:00:00_l4,2025-05-17,Search
Search_2025-05-17 00:00:00_l5,2025-05-17,Search
Search_2025-05-17 00:00:00_l6,2025-05-17,Search
Search_2025-05-17 00:00:00_l7,2025-05-17,Search
Search_2025-05-17 00:00:00_l8,2025-05-17,Search
Search_2025-05-17 00:00:00_l9,2025-05-17,Search
Search_2025-05-17 00:00:00_l10,2025-05-17,Search
Search_2025-05-17 00:00:00_l11,2025-05-17,Search
Search_2025-05-17 00:00:00_l12,2025-05-17,Search
Search_2025-05-17 00:00:00_l13,2025-05-17,Search
Search_2025-05-17 00:00:00_l14,2025-05-17,Search
Search_2025-05-17 00:00:00_l15,2025-05-17,Search
Search_2025-05-17 00:00:00_l16,2025-05-17,Search
Search_2025-05-17 00:00:00_l17,2025-05-17,Search
Search_2025-05-17 00:00:00_l18,2025-05-17,Search
Search_2025-05-17 00:00:00_l19,2025-05-17,Search
Search_2025-05-17 00:00:00_l20,2025-05-17,Search
Search_2025-05-17 00:00:00_l21,2025-05-17,Search
Social_2025-05-17 00:00:00_l0,2025-05-17,Social
Social_2025-05-17 00:00:00_l1,2025-05-17,Social
Social_2025-05-17 00:00:00_l2,2025-05-17,Social
Social_2025-05-17 00:00:00_l3,2025-05-17,Social
Social_2025-05-17 00:00:00_l4,2025-05-17,Social
Social_2025-05-17 00:00:00_l5,2025-05-17,Social
Social_2025-05-17 00:00:00_l6,2025-05-17,Social
Social_2025-05-17 00:00:00_l7,2025-05-17,Social
Social_2025-05-17 00:00:00_l8,2025-05-17,Social
Social_2025-05-17 00:00:00_l9,2025-05-17,Social
Social_2025-05-17 00:00:00_l10,2025-05-17,Social
Social_2025-05-17 00:00:00_l11,2025-05-17,Social
Social_2025-05-17 00:00:00_l12,2025-05-17,Social
Social_2025-05-17 00:00:00_l13,2025-05-17,Social
Social_2025-05-17 00:00:00_l14,2025-05-17,Social
Social_2025-05-17 00:00:00_l15,2025-05-17,Social
Social_2025-05-17 00:00:00_l16,2025-05-17,Social
Social_2025-05-17 00:00:00_l17,2025-05-17,Social
Social_2025-05-17 00:00:00_l18,2025-05-17,Social
Social_2025-05-17 00:00:00_l19,2025-05-17,Social
Social_2025-05-17 00:00:00_l20,2025-05-17,Social
Search_2025-05-18 00:00:00_l0,2025-05-18,Search
Search_2025-05-18 00:00:00_l1,2025-05-18,Search
Search_2025-05-18 00:00:00_l2,2025-05-18,Search
Search_2025-05-18 00:00:00_l3,2025-05-18,Search
Search_2025-05-18 00:00:00_l4,2025-05-18,Search
Search_2025-05-18 00:00:00_l5,2025-05-18,Search
Search_2025-05-18 00:00:00_l6,2025-05-18,Search
Search_2025-05-18 00:00:00_l7,2025-05-18,Search
Search_2025-05-18 00:00:00_l8,2025-05-18,Search
Search_2025-05-18 00:00:00_l9,2025-05-18,Search
Search_2025-05-18 00:00:00_l10,2025-05-18,Search
Social_2025-05-18 00:00:00_l0,2025-05-18,Social
Social_2025-05-18 00:00:00_l1,2025-05-18,Social
Social_2025-05-18 00:00:00_l2,2025-05-18,Social
Social_2025-05-18 00:00:00_l3,2025-05-18,Social
Social_2025-05-18 00:00:00_l4,2025-05-18,Social
Social_2025-05-18 00:00:00_l5,2025-05-18,Social
Social_2025-05-18 00:00:00_l6,2025-05-18,Social
Social_2025-05-18 00:00:00_l7,2025-05-18,Social
Social_2025-05-18 00:00:00_l8,2025-05-18,Social
Social_2025-05-18 00:00:00_l9,2025-05-18,Social
Social_2025-05-18 00:00:00_l10,2025-05-18,Social
Social_2025-05-18 00:00:00_l11,2025-05-18,Social
Social_2025-05-18 00:00:00_l12,2025-05-18,Social
Social_2025-05-18 00:00:00_l13,2025-05-18,Social
Social_2025-05-18 00:00:00_l14,2025-05-18,Social
Social_2025-05-18 00:00:00_l15,2025-05-18,Social
Social_2025-05-18 00:00:00_l16,2025-05-18,Social
Social_2025-05-18 00:00:00_l17,2025-05-18,Social
Social_2025-05-18 00:00:00_l18,2025-05-18,Social
Social_2025-05-18 00:00:00_l19,2025-05-18,Social
Social_2025-05-18 00:00:00_l20,2025-05-18,Social
Search_2025-05-19 00:00:00_l0,2025-05-19,Search
Search_2025-05-19 00:00:00_l1,2025-05-19,Search
Search_2025-05-19 00:00:00_l2,2025-05-19,Search
Search_2025-05-19 00:00:00_l3,2025-05-19,Search
Search_2025-05-19 00:00:00_l4,2025-05-19,Search
Search_2025-05-19 00:00:00_l5,2025-05-19,Search
Search_2025-05-19 00:00:00_l6,2025-05-19,Search
Search_2025-05-19 00:00:00_l7,2025-05-19,Search
Search_2025-05-19 00:00:00_l8,2025-05-19,Search
Search_2025-05-19 00:00:00_l9,2025-05-19,Search
Search_2025-05-19 00:00:00_l10,2025-05-19,Search
Search_2025-05-19 00:00:00_l11,2025-05-19,Search
Search_2025-05-19 00:00:00_l12,2025-05-19,Search
Search_2025-05-19 00:00:00_l13,2025-05-19,Search
Social_2025-05-19 00:00:00_l0,2025-05-19,Social
Social_2025-05-19 00:00:00_l1,2025-05-19,Social
Social_2025-05-19 00:00:00_l2,2025-05-19,Social
Social_2025-05-19 00:00:00_l3,2025-05-19,Social
Social_2025-05-19 00:00:00_l4,2025-05-19,Social
Social_2025-05-19 00:00:00_l5,2025-05-19,Social
Social_2025-05-19 00:00:00_l6,2025-05-19,Social
Social_2025-05-19 00:00:00_l7,2025-05-19,Social
Social_2025-05-19 00:00:00_l8,2025-05-19,Social
Social_2025-05-19 00:00:00_l9,2025-05-19,Social
Social_2025-05-19 00:00:00_l10,2025-05-19,Social
Social_2025-05-19 00:00:00_l11,2025-05-19,Social
Search_2025-05-20 00:00:00_l0,2025-05-20,Search
Search_2025-05-20 00:00:00_l1,2025-05-20,Search
Search_2025-05-20 00:00:00_l2,2025-05-20,Search
Search_2025-05-20 00:00:00_l3,2025-05-20,Search
Search_2025-05-20 00:00:00_l4,2025-05-20,Search
Search_2025-05-20 00:00:00_l5,2025-05-20,Search
Search_2025-05-20 00:00:00_l6,2025-05-20,Search
Search_2025-05-20 00:00:00_l7,2025-05-20,Search
Search_2025-05-20 00:00:00_l8,2025-05-20,Search
Search_2025-05-20 00:00:00_l9,2025-05-20,Search
Search_2025-05-20 00:00:00_l10,2025-05-20,Search
Search_2025-05-20 00:00:00_l11,2025-05-20,Search
Search_2025-05-20 00:00:00_l12,2025-05-20,Search
Search_2025-05-20 00:00:00_l13,2025-05-20,Search
Search_2025-05-20 00:00:00_l14,2025-05-20,Search
Search_2025-05-20 00:00:00_l15,2025-05-20,Search
Search_2025-05-20 00:00:00_l16,2025-05-20,Search
Search_2025-05-20 00:00:00_l17,2025-05-20,Search
Search_2025-05-20 00:00:00_l18,2025-05-20,Search
Search_2025-05-20 00:00:00_l19,2025-05-20,Search
Social_2025-05-20 00:00:00_l0,2025-05-20,Social
Social_2025-05-20 00:00:00_l1,2025-05-20,Social
