date,channel,spend,leads,call_attempt,call_connected,contracts,premium
2025-08-09,search,3886.063063730764,18,13,5,1.0,958.0
2025-08-09,social,2995.308076259835,10,7,3,0.0,0.0
2025-08-10,search,4862.395679796614,22,16,7,1.0,958.0
2025-08-10,social,2903.0708607498027,11,8,3,0.0,0.0
2025-08-11,search,6736.875825646218,28,21,9,1.0,1128.0
2025-08-11,social,4285.524991229795,19,14,6,1.0,940.0
2025-08-12,search,2736.946129090457,11,8,3,0.0,0.0
2025-08-12,social,3278.850917036222,14,11,5,0.0,0.0
2025-08-13,search,4527.354237292746,21,15,6,1.0,1128.0
2025-08-13,social,3618.43872766416,15,11,5,0.0,0.0
2025-08-14,search,3100.515067171623,14,10,4,0.0,0.0
2025-08-14,social,3754.5969003691466,16,12,5,1.0,940.0
2025-08-15,search,5040.211006027991,21,16,8,1.0,1128.0
2025-08-15,social,1755.693696612461,8,6,3,0.0,0.0
2025-08-16,search,1479.4310994999926,7,5,2,0.0,0.0
2025-08-16,social,2195.4343282937607,8,6,2,0.0,0.0
2025-08-17,search,1860.6287040540876,9,6,2,0.0,0.0
2025-08-17,social,3026.1923693892563,14,10,4,1.0,798.0
2025-08-18,search,5412.979533385212,25,19,8,2.0,2256.0
2025-08-18,social,1418.7446372107677,5,3,1,0.0,0.0
2025-08-19,search,4095.286213899616,19,15,7,1.0,1128.0
2025-08-19,social,4600.986340978864,20,15,6,1.0,940.0
2025-08-20,search,3190.1750170839764,14,10,4,0.0,0.0
2025-08-20,social,3338.3835691363206,16,12,5,1.0,940.0
2025-08-21,search,3596.8844043869944,15,11,5,1.0,1128.0
2025-08-21,social,2205.899982109252,11,8,3,0.0,0.0
2025-08-22,search,3475.7767697467834,15,11,5,0.0,0.0
2025-08-22,social,2529.2495981409447,11,8,3,0.0,0.0
2025-08-23,search,4024.915681462505,19,15,6,1.0,958.0
2025-08-23,social,2553.204155893576,11,8,3,0.0,0.0
2025-08-24,search,5009.296165032117,23,17,7,1.0,958.0
2025-08-24,social,2764.771896825267,12,9,4,1.0,798.0
2025-08-25,search,2539.96441875081,11,8,3,0.0,0.0
2025-08-25,social,3324.1644747950177,15,11,5,1.0,940.0
2025-08-26,search,6225.986232702384,29,22,11,2.0,2256.0
2025-08-26,social,3540.3956137368605,16,12,5,1.0,940.0
2025-08-27,search,5971.952215237031,27,21,9,1.0,1128.0
2025-08-27,social,4306.45332609664,18,14,6,1.0,940.0
2025-08-28,search,6311.349182731606,29,22,10,2.0,2256.0
2025-08-28,social,5365.174035638497,26,20,10,2.0,1880.0
2025-08-29,search,3594.560374003719,15,11,5,0.0,0.0
2025-08-29,social,4989.676787074191,23,17,7,1.0,940.0
2025-08-30,search,3286.5762189037528,13,10,4,1.0,958.0
2025-08-30,social,1236.2562927818185,5,4,1,0.0,0.0
2025-08-31,search,2698.170322093629,11,8,3,0.0,0.0
2025-08-31,social,2366.7699311571937,11,8,4,0.0,0.0
2025-09-01,search,6139.8409229809895,28,22,10,2.0,2376.0
2025-09-01,social,1686.4531494009384,8,6,2,0.0,0.0
2025-09-02,search,3460.8446980870867,13,9,4,0.0,0.0
2025-09-02,social,5942.076387266957,25,19,9,2.0,1980.0
2025-09-03,search,5678.369700048391,26,20,9,2.0,2376.0
2025-09-03,social,4659.054890203326,21,15,7,1.0,990.0
2025-09-04,search,4997.239250360606,23,17,7,1.0,1188.0
2025-09-04,social,4043.902699238039,15,11,5,0.0,0.0
2025-09-05,search,3182.215186590466,15,11,5,0.0,0.0
2025-09-05,social,4921.155979155498,20,15,7,1.0,990.0
2025-09-06,search,5508.816130196544,26,19,9,2.0,2018.0
2025-09-06,social,2843.3044376221023,12,9,4,0.0,0.0
2025-09-07,search,3649.91383372226,17,13,6,1.0,1009.0
2025-09-07,social,2726.581820557279,13,10,4,0.0,0.0
2025-09-08,search,6483.923868770871,28,21,10,2.0,2376.0
2025-09-08,social,3729.1617570533895,17,13,5,1.0,990.0
2025-09-09,search,6199.213596613657,27,21,9,2.0,2376.0
2025-09-09,social,6103.177165167293,27,22,11,2.0,1980.0
2025-09-10,search,7223.468388035707,32,24,10,2.0,2376.0
2025-09-10,social,5508.024905255142,23,17,8,1.0,990.0
2025-09-11,search,6405.668864039286,29,22,11,3.0,3564.0
2025-09-11,social,2362.405763961447,10,7,3,0.0,0.0
2025-09-12,search,5962.082333516434,26,20,10,2.0,2376.0
2025-09-12,social,5599.207460475013,25,19,9,1.0,990.0
2025-09-13,search,5607.274014037421,26,21,8,1.0,1009.0
2025-09-13,social,3672.826413019013,16,12,6,1.0,841.0
2025-09-14,search,4458.443043710979,20,15,7,1.0,1009.0
2025-09-14,social,1571.1384922836048,7,5,2,0.0,0.0
2025-09-15,search,6314.118678318504,29,21,10,1.0,1188.0
2025-09-15,social,2224.62230435921,7,5,2,0.0,0.0
2025-09-16,search,2482.176726489646,10,7,3,0.0,0.0
2025-09-16,social,4159.281278176491,19,14,6,1.0,990.0
2025-09-17,search,5092.7819265575945,23,18,9,2.0,2376.0
2025-09-17,social,4241.034156917612,18,14,6,1.0,990.0
2025-09-18,search,3441.523552826326,16,13,6,1.0,1188.0
2025-09-18,social,4519.802070146595,20,15,7,1.0,990.0
2025-09-19,search,4678.743624643783,22,16,8,1.0,1188.0
2025-09-19,social,2716.019870865769,11,8,3,0.0,0.0
2025-09-20,search,2563.7431714207005,12,9,4,1.0,1009.0
2025-09-20,social,4450.973279058037,19,15,7,1.0,841.0
2025-09-21,search,5968.925843375958,27,21,9,1.0,1009.0
2025-09-21,social,2463.396015942395,10,7,3,0.0,0.0
2025-09-22,search,7228.968515216217,32,23,11,2.0,2376.0
2025-09-22,social,5053.148609808097,25,19,9,2.0,1980.0
2025-09-23,search,1717.6425789717473,7,5,2,0.0,0.0
2025-09-23,social,3242.688104940484,14,11,5,1.0,990.0
2025-09-24,search,4224.571157796238,17,12,5,1.0,1188.0
2025-09-24,social,4477.932996930485,19,14,7,1.0,990.0
2025-09-25,search,5229.362491731184,24,18,8,2.0,2376.0
2025-09-25,social,4040.43221022946,17,13,6,1.0,990.0
2025-09-26,search,7284.489542762238,33,24,11,1.0,1188.0
2025-09-26,social,3438.1422941482183,15,11,5,1.0,990.0
2025-09-27,search,4423.588706617172,21,15,7,1.0,1009.0
2025-09-27,social,4782.605078374852,22,16,8,1.0,841.0
2025-09-28,search,6253.182320554037,27,21,9,1.0,1009.0
2025-09-28,social,2463.569607367667,11,8,3,0.0,0.0
2025-09-29,search,1754.3561405247715,9,6,2,0.0,0.0
2025-09-29,social,2847.2366890349285,12,9,4,1.0,990.0
2025-09-30,search,6065.12518861724,27,21,9,2.0,2376.0
2025-09-30,social,5620.883374836351,25,19,8,1.0,990.0
2025-10-01,search,5567.464596914796,27,21,10,1.0,1224.0
2025-10-01,social,5388.538263878055,25,19,10,2.0,2040.0
2025-10-01,구글,1937381.840898841,194,162,58,11.0,12910643.213119641
2025-10-01,네이버,1937381.840898841,125,96,25,4.0,2919191.0377029344
2025-10-01,메타,1937381.840898841,199,147,44,6.0,5062179.6913308725
2025-10-01,카카오,1937381.840898841,150,113,44,9.0,9504469.99849522
2025-10-01,쿠팡,1937381.840898841,80,54,16,2.0,1604283.0536662247
2025-10-01,토스,1937381.840898841,99,65,25,6.0,7451285.751081363
2025-10-02,search,2269.052901507178,11,8,3,0.0,0.0
2025-10-02,social,2723.754935669822,12,9,4,0.0,0.0
2025-10-02,구글,2074912.6758960283,287,233,80,17.0,19603802.993603155
2025-10-02,네이버,1786310.629370321,149,116,33,12.0,13603431.440783417
2025-10-02,메타,2095825.8676732536,159,130,40,9.0,9232572.421586897
2025-10-02,카카오,1890876.588256447,169,138,40,10.0,7773454.363443757
2025-10-02,쿠팡,1598091.9033752943,66,44,9,0.0,0.0
2025-10-02,토스,1677562.03212875,116,82,31,6.0,4930450.186911585
2025-10-03,search,3265.2942237942207,16,12,5,1.0,1224.0
2025-10-03,social,6181.475872513465,26,20,10,1.0,1020.0
2025-10-03,구글,2261794.084277456,316,247,93,27.0,31207332.52998227
2025-10-03,네이버,1682061.934733624,196,142,31,5.0,4281466.363212131
2025-10-03,메타,2042376.4474632756,215,163,49,6.0,5597903.371441685
2025-10-03,카카오,1835277.8122057195,317,250,101,18.0,17069398.315230023
2025-10-03,쿠팡,1317236.550901245,106,78,21,4.0,4842426.716262729
2025-10-03,토스,1499605.741025032,135,99,22,6.0,5341531.939873697
2025-10-04,search,3674.662865629332,16,12,6,1.0,1040.0
2025-10-04,social,4544.507399823947,21,16,6,1.0,867.0
2025-10-04,구글,2366876.886635206,412,328,120,29.0,32068919.489182413
2025-10-04,네이버,1622601.854949837,186,142,40,12.0,13429937.703506872
2025-10-04,메타,1972547.147097608,411,312,107,28.0,24158467.26275034
2025-10-04,카카오,1908725.9866950533,310,244,79,21.0,20615643.559525255
2025-10-04,쿠팡,1140499.265804205,94,66,18,3.0,1268780.9318394016
2025-10-04,토스,1369161.6099633337,134,98,27,5.0,5555028.200665759
2025-10-05,search,4342.9153352410685,19,14,6,1.0,1040.0
2025-10-05,social,1752.9926019135253,9,7,3,0.0,0.0
2025-10-05,구글,2504492.12926096,258,205,74,18.0,21446544.389069837
2025-10-05,네이버,1579217.2838057296,214,157,39,7.0,5568339.790691359
2025-10-05,메타,2068545.5800381184,245,190,68,13.0,11985895.751706991
2025-10-05,카카오,1996723.9399813944,255,200,66,15.0,16218982.926183445
2025-10-05,쿠팡,1018357.322006603,98,65,20,7.0,6195007.214085156
2025-10-05,토스,1277162.2730710567,116,85,17,5.0,4722614.974108601
2025-10-06,search,3792.05593817468,19,14,7,1.0,1224.0
2025-10-06,social,3296.125870310016,14,11,5,0.0,0.0
2025-10-06,구글,2619507.930117207,533,425,151,47.0,49219337.391063675
2025-10-06,네이버,1614824.468909007,207,154,46,13.0,13130841.261366826
2025-10-06,메타,2175381.123414441,324,250,91,21.0,17287901.306621682
2025-10-06,카카오,2109783.933882521,431,328,100,22.0,20011891.728114173
2025-10-06,쿠팡,962515.829136325,87,57,15,3.0,3591294.2993776985
2025-10-06,토스,1236112.1639434944,182,138,41,7.0,6967181.3389211
2025-10-07,search,3728.217769589155,15,11,5,0.0,0.0
2025-10-07,social,5750.982524148529,24,18,8,1.0,1020.0
2025-10-07,구글,2755103.9046688485,556,441,148,30.0,33084590.66789773
2025-10-07,네이버,1616608.819633379,167,127,31,7.0,7427235.98098466
2025-10-07,메타,2231322.3217456234,831,639,224,52.0,42594955.48803561
2025-10-07,카카오,2230234.1116969623,400,312,114,17.0,17040163.28578643
2025-10-07,쿠팡,905440.1040557012,87,63,18,3.0,2397244.848925585
2025-10-07,토스,1215290.895729966,178,127,34,5.0,4763083.555641783
2025-10-08,search,5266.306901186496,24,18,8,1.0,1224.0
2025-10-08,social,3426.528595913077,15,11,5,1.0,1020.0
2025-10-08,구글,2789648.200916945,440,351,119,35.0,39590060.67637446
2025-10-08,네이버,1537125.093453261,216,162,53,14.0,14366029.842136081
2025-10-08,메타,2382002.501302833,426,331,108,18.0,16553587.616742207
2025-10-08,카카오,2243794.815402986,346,273,95,14.0,13180986.071361553
2025-10-08,쿠팡,830333.5570081563,96,73,12,1.0,986468.530963983
2025-10-08,토스,1165330.6610394125,79,55,18,5.0,5418281.43538437
2025-10-09,search,4845.118285082471,21,16,7,0.0,0.0
2025-10-09,social,2601.330041213046,11,8,3,0.0,0.0
2025-10-09,구글,2761867.767380523,547,437,154,43.0,47187677.32280765
2025-10-09,네이버,1451262.8981667045,250,186,56,8.0,8004666.461711483
2025-10-09,메타,2432259.489878642,305,226,75,19.0,18667936.999556746
2025-10-09,카카오,2212808.926691452,367,289,96,22.0,22459329.18012293
2025-10-09,쿠팡,754614.6848195409,45,36,11,0.0,0.0
2025-10-09,토스,1075919.8875829398,129,93,32,9.0,9533585.685206652
2025-10-10,search,6553.270163659232,29,23,10,2.0,2448.0
2025-10-10,social,2577.1235403416517,10,7,3,0.0,0.0
2025-10-10,구글,2719288.844519706,404,322,116,31.0,35004874.23486556
2025-10-10,네이버,1376848.6283245315,157,123,34,4.0,3513805.4022177644
2025-10-10,메타,2413028.180860649,279,207,76,16.0,13858968.961009858
2025-10-10,카카오,2170526.1057180963,383,299,97,19.0,19249634.574823454
2025-10-10,쿠팡,694194.2302700921,43,28,9,1.0,975252.0495906898
2025-10-10,토스,987159.6654594812,111,84,25,5.0,4506713.301311858
2025-10-11,search,4718.23448832338,20,16,7,1.0,1040.0
2025-10-11,social,3465.368407161572,15,12,6,1.0,867.0
2025-10-11,구글,2720932.7798809637,399,319,117,38.0,43618455.91187535
2025-10-11,네이버,1317943.1200766163,265,186,57,11.0,9410378.9697542
2025-10-11,메타,2422318.135814446,284,225,72,10.0,10914259.606016446
2025-10-11,카카오,2165146.5742836567,365,271,94,25.0,24785236.590706967
2025-10-11,쿠팡,657184.9921582654,33,25,7,2.0,2065581.824290067
2025-10-11,토스,923042.9855880578,115,87,25,4.0,3901556.8523738347
2025-10-12,search,2674.906733452205,12,9,4,0.0,0.0
2025-10-12,social,3661.6333500899927,17,12,6,1.0,867.0
2025-10-12,구글,2784514.282032673,301,239,93,21.0,22814637.186865766
2025-10-12,네이버,1334832.5880362694,137,120,42,6.0,4465565.253099626
2025-10-12,메타,2446996.269771288,349,270,82,15.0,11090231.516323106
2025-10-12,카카오,2232244.419422171,267,209,77,17.0,15634581.44127105
2025-10-12,쿠팡,645872.1166383221,54,41,13,3.0,3145689.260742375
2025-10-12,토스,894908.5223165117,96,73,20,5.0,4168460.8295427207
2025-10-13,search,4274.9873128439785,19,15,7,1.0,1224.0
2025-10-13,social,4875.871377529596,22,16,7,1.0,1020.0
2025-10-13,구글,2898680.450859504,403,317,116,28.0,31047231.783619683
2025-10-13,네이버,1346812.711476506,153,112,34,9.0,7358516.929320742
2025-10-13,메타,2548548.3684791606,308,227,71,15.0,13649139.814830536
2025-10-13,카카오,2327158.240401199,320,242,86,15.0,16708209.07288648
2025-10-13,쿠팡,651400.4759028509,34,28,14,1.0,848962.6051437891
2025-10-13,토스,886648.9913374193,112,80,20,5.0,5122216.442893316
2025-10-14,search,4238.979734625501,20,15,7,1.0,1224.0
2025-10-14,social,4977.9453831199,23,18,8,1.0,1020.0
2025-10-14,구글,2982974.195280073,495,391,123,30.0,30540173.955270886
2025-10-14,네이버,1360196.4500670703,150,109,29,2.0,2371223.931260051
2025-10-14,메타,2658866.889816975,427,326,109,21.0,18623325.6391948
2025-10-14,카카오,2394671.6463427846,299,231,72,14.0,12654148.549046278
2025-10-14,쿠팡,657719.7354093525,43,35,12,4.0,3397776.2899599206
2025-10-14,토스,872008.829529521,119,91,30,7.0,7503677.967325878
2025-10-15,search,2588.893766183801,12,9,3,0.0,0.0
2025-10-15,social,2803.666088598095,11,8,3,0.0,0.0
2025-10-15,구글,3040936.548239748,625,519,209,46.0,43525386.81144579
2025-10-15,네이버,1373947.8979007644,220,156,44,9.0,9227901.361506484
2025-10-15,메타,2605074.8166389004,460,348,125,18.0,15684269.050788354
2025-10-15,카카오,2421922.4558855128,335,245,84,17.0,14371710.609978164
2025-10-15,쿠팡,652127.4815516439,48,29,7,1.0,617510.0934255405
2025-10-15,토스,847650.7327849807,70,48,20,2.0,2096498.93509983
2025-10-16,search,3667.539649624452,16,12,5,1.0,1224.0
2025-10-16,social,4077.4776811332777,17,13,6,1.0,1020.0
2025-10-16,구글,3027705.714319435,421,350,136,32.0,33632004.56358786
2025-10-16,네이버,1345972.8587988913,139,109,29,7.0,6093893.59973227
2025-10-16,메타,2513151.539907012,360,278,102,21.0,21753810.62706084
2025-10-16,카카오,2368280.366548279,386,300,110,29.0,30529500.411269233
2025-10-16,쿠팡,634102.2546012884,49,34,9,0.0,0.0
2025-10-16,토스,806816.0101047131,68,41,11,1.0,1096237.5502063604
2025-10-17,search,5133.673834914501,23,17,8,1.0,1224.0
2025-10-17,social,6098.333164589019,26,20,8,1.0,1020.0
2025-10-17,구글,2967960.5466861976,422,333,123,33.0,36259634.39968735
2025-10-17,네이버,1278482.9458684423,177,129,43,6.0,4892206.335959272
2025-10-17,메타,2448676.365357016,323,242,82,8.0,7034940.387081727
2025-10-17,카카오,2317518.8867845554,276,224,93,19.0,18319716.791137747
2025-10-17,쿠팡,612156.8319665504,45,32,9,2.0,2115523.8284914913
2025-10-17,토스,752983.2761697173,67,52,15,2.0,1840149.8374546075
2025-10-18,search,1991.4472292970852,9,7,3,0.0,0.0
2025-10-18,social,2789.6082963115164,13,9,4,0.0,0.0
2025-10-18,구글,2950737.899770004,428,335,128,32.0,36490310.51310964
2025-10-18,네이버,1252886.540641446,185,145,41,7.0,6291677.822641534
2025-10-18,메타,2444895.7051771646,403,307,113,21.0,17245659.57524226
2025-10-18,카카오,2270309.607718197,318,236,71,12.0,12612768.821396822
2025-10-18,쿠팡,602214.6496630528,31,19,6,0.0,0.0
2025-10-18,토스,709546.5864635119,67,50,15,7.0,8204540.873919981
2025-10-19,search,4652.696148366363,21,15,6,1.0,1040.0
2025-10-19,social,2919.145655917813,13,10,4,0.0,0.0
2025-10-19,구글,3012390.163599387,482,376,138,33.0,37125276.82094077
2025-10-19,네이버,1238447.5580750045,171,130,41,11.0,10671573.388523264
2025-10-19,메타,2549364.3149205507,376,290,88,20.0,21232390.08039985
2025-10-19,카카오,2279320.020628754,415,314,94,20.0,19711205.905374557
2025-10-19,쿠팡,610321.6280307611,36,28,9,1.0,778651.4091157627
2025-10-19,토스,680174.9748285104,85,62,16,5.0,6738644.398552932
2025-10-20,search,4468.026132383354,21,16,8,1.0,1224.0
2025-10-20,social,4196.704995892756,18,14,6,1.0,1020.0
2025-10-20,구글,3122621.5260426337,621,520,209,46.0,50063347.77612477
2025-10-20,네이버,1253262.044017404,225,172,45,6.0,4821786.052615853
2025-10-20,메타,2653328.1649927357,452,335,109,14.0,10638964.091679169
2025-10-20,카카오,2362358.313142244,321,250,78,21.0,23385652.143060353
2025-10-20,쿠팡,629622.6421606012,43,28,5,2.0,2165375.467989012
2025-10-20,토스,675027.3175791383,98,68,19,6.0,7873058.874413481
2025-10-21,search,3179.087473638036,14,10,4,0.0,0.0
2025-10-21,social,4758.050856552723,21,16,7,1.0,1020.0
2025-10-21,구글,3216492.35536778,571,460,173,35.0,39834459.646802574
2025-10-21,네이버,1279639.2232196396,193,147,39,7.0,6589136.444151289
2025-10-21,메타,2752252.3787693568,507,387,135,32.0,27804350.812663384
2025-10-21,카카오,2397724.8761167307,432,339,101,22.0,19635418.05179069
2025-10-21,쿠팡,646612.3900924046,52,41,9,3.0,3058773.088139737
2025-10-21,토스,676125.4291144536,85,60,27,8.0,8792628.85236918
2025-10-22,search,2373.883786861738,10,7,3,0.0,0.0
2025-10-22,social,2190.622441040649,8,6,3,0.0,0.0
2025-10-22,구글,3223407.6805230207,514,425,168,41.0,46796791.83844904
2025-10-22,네이버,1277938.654319683,204,158,43,10.0,12227525.316486577
2025-10-22,메타,2769796.2696112,435,337,108,20.0,18138726.57703643
2025-10-22,카카오,2403901.8922216133,317,254,86,20.0,18342755.65426457
2025-10-22,쿠팡,646835.5834668557,46,31,8,0.0,0.0
2025-10-22,토스,666019.0588311877,80,63,12,1.0,744588.411319641
2025-10-23,search,3534.2280461202827,15,12,5,0.0,0.0
2025-10-23,social,5529.501921456581,24,18,8,2.0,2040.0
2025-10-23,구글,3149165.870164133,482,383,135,35.0,39501521.363440715
2025-10-23,네이버,1246828.6784186307,181,135,35,9.0,8191358.534444584
2025-10-23,메타,2718509.3175157434,284,224,74,11.0,11132987.986829503
2025-10-23,카카오,2355023.9920840664,420,328,100,19.0,18483909.99672373
2025-10-23,쿠팡,631233.30481829,64,41,11,0.0,0.0
2025-10-23,토스,643702.5638051059,73,56,19,2.0,2142251.1646993523
2025-10-24,search,6311.829700076004,28,20,9,1.0,1224.0
2025-10-24,social,3413.507379935449,16,12,5,0.0,0.0
2025-10-24,구글,3058929.0064816307,495,401,148,40.0,42155016.12653795
2025-10-24,네이버,1219956.326797892,169,132,40,8.0,7491040.866268048
2025-10-24,메타,2618840.09474088,398,311,101,22.0,21379051.540357064
2025-10-24,카카오,2296505.4711182592,248,193,60,12.0,12181393.526944565
2025-10-24,쿠팡,612695.8863068774,41,31,11,1.0,256789.9923842168
2025-10-24,토스,620800.9046483077,55,41,9,1.0,930537.2683833106
2025-10-25,search,4622.240220029624,19,14,6,1.0,1040.0
2025-10-25,social,4445.201806195455,18,13,6,1.0,867.0
2025-10-25,구글,3019871.709279755,913,739,270,72.0,73577014.55878176
2025-10-25,네이버,1204335.8754436956,158,128,33,7.0,9321285.748142997
2025-10-25,메타,2586261.3627099306,447,353,109,22.0,18013588.10153822
2025-10-25,카카오,2257884.657203515,314,236,82,16.0,15090183.961059656
2025-10-25,쿠팡,604565.8971128094,40,31,9,2.0,2552214.1839668215
2025-10-25,토스,609834.159034739,58,44,7,3.0,4808429.062901341
2025-10-26,search,3841.749307524829,17,12,5,1.0,1040.0
2025-10-26,social,3815.703630876899,17,13,5,0.0,0.0
2025-10-26,구글,3091587.4125822205,627,502,180,43.0,48178967.4864224
2025-10-26,네이버,1204842.2079613493,169,130,41,7.0,8241942.939262237
2025-10-26,메타,2621061.6506435955,451,338,113,26.0,24970026.58658403
2025-10-26,카카오,2267590.43260612,460,348,109,24.0,24114140.47333895
2025-10-26,쿠팡,618701.993433402,39,30,5,1.0,680922.5572825379
2025-10-26,토스,622126.3636826563,86,58,19,4.0,4533491.1865321975
2025-10-27,search,2611.8819237008406,11,8,3,0.0,0.0
2025-10-27,social,1660.7875554123402,8,6,3,0.0,0.0
2025-10-27,구글,3213592.135878444,388,319,127,27.0,28119647.84905735
2025-10-27,네이버,1222560.8350429365,217,168,47,8.0,8657565.592367182
2025-10-27,메타,2709270.738001012,426,325,97,28.0,23271779.732389882
2025-10-27,카카오,2323353.684169696,314,247,100,21.0,21085039.895071503
2025-10-27,쿠팡,642968.3592717114,67,50,19,4.0,4806641.126359465
2025-10-27,토스,645194.1999337268,81,58,21,7.0,6588669.134033823
2025-10-28,search,5703.739727183798,27,21,10,2.0,2448.0
2025-10-28,social,5124.784822695816,22,16,7,1.0,1020.0
2025-10-28,구글,3299901.909593045,777,626,209,54.0,59656774.97333559
2025-10-28,네이버,1244019.4123920773,182,141,43,8.0,6085392.345669087
2025-10-28,메타,2786681.947573864,274,209,81,19.0,16781170.61100028
2025-10-28,카카오,2381761.3987761745,415,334,110,26.0,24786931.428746697
2025-10-28,쿠팡,660142.8377810237,48,36,8,0.0,0.0
2025-10-28,토스,661589.6342113336,47,38,21,4.0,4410242.076931562
2025-10-29,search,3647.378765061821,16,12,5,1.0,1224.0
2025-10-29,social,2521.605103455108,10,7,3,0.0,0.0
2025-10-29,구글,3329637.3331469544,612,491,192,45.0,47561898.57739166
2025-10-29,네이버,1248115.1082774391,175,134,39,7.0,7075958.027150822
2025-10-29,메타,2743184.6113129817,557,451,133,24.0,25512252.73764046
2025-10-29,카카오,2402104.080292745,254,201,67,12.0,9890137.586159334
2025-10-29,쿠팡,666033.0629399604,52,36,12,2.0,1398886.6846784202
2025-10-29,토스,666973.4806196619,70,50,13,1.0,635223.5925251484
2025-10-30,search,6049.755457892695,26,20,8,1.0,1224.0
2025-10-30,social,1734.7828736834265,7,5,2,0.0,0.0
2025-10-30,구글,3274554.450520776,726,566,218,45.0,51531968.834676474
2025-10-30,네이버,1209556.6696545947,161,126,26,6.0,6597841.586298853
2025-10-30,메타,2685884.6045741634,431,320,98,19.0,16744511.723162258
2025-10-30,카카오,2333118.26428242,322,259,93,18.0,16625572.365273556
2025-10-30,쿠팡,654979.5277060254,49,40,7,1.0,571866.5994075073
2025-10-30,토스,655590.7991978313,91,66,29,7.0,6423881.816925375
2025-10-31,search,1790.0330689453745,7,5,2,0.0,0.0
2025-10-31,social,5408.694117778083,25,18,8,1.0,1020.0
2025-10-31,구글,3201703.187578266,503,409,145,43.0,47012298.962941
2025-10-31,네이버,1156274.8420259445,167,127,33,4.0,4991588.756246981
2025-10-31,메타,2642446.807218431,380,290,90,15.0,14225036.828681353
2025-10-31,카카오,2215801.7741496977,317,245,82,18.0,21536937.227409296
2025-10-31,쿠팡,640385.2519568688,30,26,6,2.0,1421850.1357758786
2025-10-31,토스,640782.5784265427,73,49,11,4.0,4984606.099816534
2025-11-01,search,6373.852577765551,29,22,11,2.0,2162.0
2025-11-01,social,5314.089966395537,24,18,7,1.0,901.0
2025-11-01,구글,3172293.728106962,300,233,97,26.0,27200332.849898633
2025-11-01,네이버,1125210.2900713708,153,121,43,4.0,3438052.3733374057
2025-11-01,메타,2618862.8507510223,250,186,66,9.0,8833190.015269347
2025-11-01,카카오,2168397.208223769,431,334,121,24.0,21407862.08878524
2025-11-01,쿠팡,634487.7450081825,29,22,3,1.0,821505.7860002768
2025-11-01,토스,634746.0072134705,54,45,14,3.0,3800161.29270521
2025-11-02,search,6712.867041474742,30,23,11,2.0,2162.0
2025-11-02,social,2542.819250096572,11,8,4,0.0,0.0
2025-11-02,구글,3195464.7370090717,398,317,101,26.0,27905506.068233095
2025-11-02,네이버,1142393.8287740038,223,174,62,12.0,11016008.547264086
2025-11-02,메타,2631640.263951828,313,244,79,14.0,11062402.355022652
2025-11-02,카카오,2252945.491902363,406,327,106,19.0,20576247.954655338
2025-11-02,쿠팡,639111.7970032278,60,33,8,1.0,979306.089385207
2025-11-02,토스,639279.667436665,79,53,18,6.0,6995202.48634208
2025-11-03,search,2866.985680571259,10,8,3,0.0,0.0
2025-11-03,social,2899.725589295513,11,8,3,0.0,0.0
2025-11-03,구글,3275621.2905433048,611,481,170,42.0,44827179.55196587
2025-11-03,네이버,1211010.3407054234,205,151,53,4.0,2686601.6434621885
2025-11-03,메타,2674578.567557826,467,360,124,26.0,22957633.565954786
2025-11-03,카카오,2365429.1951671145,438,346,129,30.0,32752805.20413079
2025-11-03,쿠팡,655136.5103495796,54,41,8,2.0,1484048.1551870112
2025-11-03,토스,655245.6261313139,63,48,13,5.0,6397852.949347376
2025-11-04,search,5548.489403199249,25,19,10,1.0,1272.0
2025-11-04,social,2597.120296114697,12,9,4,0.0,0.0
2025-11-04,구글,3351921.544768517,531,427,168,36.0,37998407.92504511
2025-11-04,네이버,1246070.398817088,211,159,48,8.0,7438795.1400186485
2025-11-04,메타,2706649.912305988,414,321,99,18.0,16070252.22199841
2025-11-04,카카오,2473466.5793010285,556,432,132,26.0,27177964.677703917
2025-11-04,쿠팡,670392.2729103005,41,30,7,1.0,513614.5827503377
2025-11-04,토스,670463.1981684278,63,34,8,1.0,1216651.9698121697
2025-11-05,search,2073.244859298008,9,7,3,0.0,0.0
2025-11-05,social,1840.705851700479,7,5,2,0.0,0.0
2025-11-05,구글,3326788.811239008,523,430,158,36.0,38501952.20925013
2025-11-05,네이버,1247834.8610183685,128,97,34,6.0,5061412.3768895585
2025-11-05,메타,2709771.5505047296,492,385,132,29.0,25686613.766416024
2025-11-05,카카오,2528469.1734363213,332,263,88,16.0,15803960.547389649
2025-11-05,쿠팡,665362.9388195898,61,41,15,2.0,1533236.153256125
2025-11-05,토스,665409.0402373725,69,46,11,4.0,4563884.621715924
2025-11-06,search,2117.408940402743,11,8,3,0.0,0.0
2025-11-06,social,2616.3561812321573,11,8,3,0.0,0.0
2025-11-06,구글,3231538.7689142786,469,379,162,40.0,45597049.19085533
2025-11-06,네이버,1208124.8679007364,147,106,36,8.0,6914308.375854678
2025-11-06,메타,2634885.941967557,463,352,119,25.0,22187933.97014449
2025-11-06,카카오,2534522.800758708,350,268,87,20.0,18202561.193611268
2025-11-06,쿠팡,646311.1185545181,47,34,12,3.0,2008904.9833182488
2025-11-06,토스,646341.0844760769,68,60,20,1.0,654801.1012633132
2025-11-07,search,2145.6217041707337,10,8,3,0.0,0.0
