event_id,event_time,channel,spend
Search_2025-08-19_s,2025-08-19,Search,4095.2862138996156
Social_2025-08-19_s,2025-08-19,Social,4600.986340978864
Search_2025-08-20_s,2025-08-20,Search,3190.1750170839764
Social_2025-08-20_s,2025-08-20,Social,3338.3835691363206
Search_2025-08-21_s,2025-08-21,Search,3596.8844043869944
Social_2025-08-21_s,2025-08-21,Social,2205.8999821092516
Search_2025-08-22_s,2025-08-22,Search,3475.7767697467834
Social_2025-08-22_s,2025-08-22,Social,2529.2495981409447
Search_2025-08-23_s,2025-08-23,Search,4024.9156814625053
Social_2025-08-23_s,2025-08-23,Social,2553.204155893576
Search_2025-08-24_s,2025-08-24,Search,5009.296165032117
Social_2025-08-24_s,2025-08-24,Social,2764.771896825267
Search_2025-08-25_s,2025-08-25,Search,2539.96441875081
Social_2025-08-25_s,2025-08-25,Social,3324.1644747950177
Search_2025-08-26_s,2025-08-26,Search,6225.986232702384
Social_2025-08-26_s,2025-08-26,Social,3540.3956137368605
Search_2025-08-27_s,2025-08-27,Search,5971.952215237031
Social_2025-08-27_s,2025-08-27,Social,4306.45332609664
Search_2025-08-28_s,2025-08-28,Search,6311.349182731606
Social_2025-08-28_s,2025-08-28,Social,5365.174035638497
Search_2025-08-29_s,2025-08-29,Search,3594.560374003719
Social_2025-08-29_s,2025-08-29,Social,4989.676787074191
Search_2025-08-30_s,2025-08-30,Search,3286.5762189037528
Social_2025-08-30_s,2025-08-30,Social,1236.2562927818183
Search_2025-08-31_s,2025-08-31,Search,2698.1703220936292
Social_2025-08-31_s,2025-08-31,Social,2366.7699311571937
Search_2025-09-01_s,2025-09-01,Search,6139.8409229809895
Social_2025-09-01_s,2025-09-01,Social,1686.4531494009384
Search_2025-09-02_s,2025-09-02,Search,3460.8446980870867
Social_2025-09-02_s,2025-09-02,Social,5942.076387266957
Search_2025-09-03_s,2025-09-03,Search,5678.369700048391
Social_2025-09-03_s,2025-09-03,Social,4659.054890203326
Search_2025-09-04_s,2025-09-04,Search,4997.239250360606
Social_2025-09-04_s,2025-09-04,Social,4043.9026992380386
Search_2025-09-05_s,2025-09-05,Search,3182.215186590466
Social_2025-09-05_s,2025-09-05,Social,4921.155979155498
Search_2025-09-06_s,2025-09-06,Search,5508.816130196544
Social_2025-09-06_s,2025-09-06,Social,2843.3044376221023
Search_2025-09-07_s,2025-09-07,Search,3649.9138337222603
Social_2025-09-07_s,2025-09-07,Social,2726.581820557279
Search_2025-09-08_s,2025-09-08,Search,6483.923868770871
Social_2025-09-08_s,2025-09-08,Social,3729.1617570533895
Search_2025-09-09_s,2025-09-09,Search,6199.213596613657
Social_2025-09-09_s,2025-09-09,Social,6103.177165167293
Search_2025-09-10_s,2025-09-10,Search,7223.468388035707
Social_2025-09-10_s,2025-09-10,Social,5508.024905255142
Search_2025-09-11_s,2025-09-11,Search,6405.668864039286
Social_2025-09-11_s,2025-09-11,Social,2362.405763961447
Search_2025-09-12_s,2025-09-12,Search,5962.082333516434
Social_2025-09-12_s,2025-09-12,Social,5599.207460475013
Search_2025-09-13_s,2025-09-13,Search,5607.274014037421
Social_2025-09-13_s,2025-09-13,Social,3672.826413019013
Search_2025-09-14_s,2025-09-14,Search,4458.443043710979
Social_2025-09-14_s,2025-09-14,Social,1571.1384922836048
Search_2025-09-15_s,2025-09-15,Search,6314.118678318504
Social_2025-09-15_s,2025-09-15,Social,2224.62230435921
Search_2025-09-16_s,2025-09-16,Search,2482.176726489646
Social_2025-09-16_s,2025-09-16,Social,4159.281278176491
Search_2025-09-17_s,2025-09-17,Search,5092.7819265575945
Social_2025-09-17_s,2025-09-17,Social,4241.034156917612
Search_2025-09-18_s,2025-09-18,Search,3441.523552826326
Social_2025-09-18_s,2025-09-18,Social,4519.802070146595
Search_2025-09-19_s,2025-09-19,Search,4678.743624643783
Social_2025-09-19_s,2025-09-19,Social,2716.019870865769
Search_2025-09-20_s,2025-09-20,Search,2563.7431714207005
Social_2025-09-20_s,2025-09-20,Social,4450.973279058037
Search_2025-09-21_s,2025-09-21,Search,5968.925843375958
Social_2025-09-21_s,2025-09-21,Social,2463.396015942395
Search_2025-09-22_s,2025-09-22,Search,7228.968515216217
Social_2025-09-22_s,2025-09-22,Social,5053.148609808097
Search_2025-09-23_s,2025-09-23,Search,1717.6425789717473
Social_2025-09-23_s,2025-09-23,Social,3242.6881049404838
Search_2025-09-24_s,2025-09-24,Search,4224.571157796238
Social_2025-09-24_s,2025-09-24,Social,4477.932996930485
Search_2025-09-25_s,2025-09-25,Search,5229.362491731184
Social_2025-09-25_s,2025-09-25,Social,4040.4322102294595
Search_2025-09-26_s,2025-09-26,Search,7284.489542762238
Social_2025-09-26_s,2025-09-26,Social,3438.1422941482183
Search_2025-09-27_s,2025-09-27,Search,4423.588706617172
Social_2025-09-27_s,2025-09-27,Social,4782.605078374852
Search_2025-09-28_s,2025-09-28,Search,6253.182320554037
Social_2025-09-28_s,2025-09-28,Social,2463.569607367667
Search_2025-09-29_s,2025-09-29,Search,1754.3561405247715
Social_2025-09-29_s,2025-09-29,Social,2847.2366890349285
Search_2025-09-30_s,2025-09-30,Search,6065.12518861724
Social_2025-09-30_s,2025-09-30,Social,5620.883374836351
Search_2025-10-01_s,2025-10-01,Search,5567.464596914796
Social_2025-10-01_s,2025-10-01,Social,5388.538263878055
Search_2025-10-02_s,2025-10-02,Search,2269.052901507178
Social_2025-10-02_s,2025-10-02,Social,2723.754935669822
Search_2025-10-03_s,2025-10-03,Search,3265.2942237942207
Social_2025-10-03_s,2025-10-03,Social,6181.475872513465
Search_2025-10-04_s,2025-10-04,Search,3674.6628656293315
Social_2025-10-04_s,2025-10-04,Social,4544.507399823947
Search_2025-10-05_s,2025-10-05,Search,4342.9153352410685
Social_2025-10-05_s,2025-10-05,Social,1752.9926019135253
Search_2025-10-06_s,2025-10-06,Search,3792.0559381746803
Social_2025-10-06_s,2025-10-06,Social,3296.1258703100157
Search_2025-10-07_s,2025-10-07,Search,3728.217769589155
Social_2025-10-07_s,2025-10-07,Social,5750.982524148529
Search_2025-10-08_s,2025-10-08,Search,5266.306901186496
Social_2025-10-08_s,2025-10-08,Social,3426.528595913077
Search_2025-10-09_s,2025-10-09,Search,4845.118285082471
Social_2025-10-09_s,2025-10-09,Social,2601.330041213046
Search_2025-10-10_s,2025-10-10,Search,6553.270163659232
Social_2025-10-10_s,2025-10-10,Social,2577.1235403416513
Search_2025-10-11_s,2025-10-11,Search,4718.23448832338
Social_2025-10-11_s,2025-10-11,Social,3465.368407161572
Search_2025-10-12_s,2025-10-12,Search,2674.906733452205
Social_2025-10-12_s,2025-10-12,Social,3661.6333500899927
Search_2025-10-13_s,2025-10-13,Search,4274.9873128439785
Social_2025-10-13_s,2025-10-13,Social,4875.871377529596
Search_2025-10-14_s,2025-10-14,Search,4238.979734625501
Social_2025-10-14_s,2025-10-14,Social,4977.9453831199
Search_2025-10-15_s,2025-10-15,Search,2588.893766183801
Social_2025-10-15_s,2025-10-15,Social,2803.666088598095
Search_2025-10-16_s,2025-10-16,Search,3667.5396496244516
Social_2025-10-16_s,2025-10-16,Social,4077.4776811332777
Search_2025-10-17_s,2025-10-17,Search,5133.673834914501
Social_2025-10-17_s,2025-10-17,Social,6098.333164589019
Search_2025-10-18_s,2025-10-18,Search,1991.4472292970854
Social_2025-10-18_s,2025-10-18,Social,2789.6082963115164
Search_2025-10-19_s,2025-10-19,Search,4652.696148366363
Social_2025-10-19_s,2025-10-19,Social,2919.145655917813
Search_2025-10-20_s,2025-10-20,Search,4468.026132383354
Social_2025-10-20_s,2025-10-20,Social,4196.7049958927555
Search_2025-10-21_s,2025-10-21,Search,3179.087473638036
Social_2025-10-21_s,2025-10-21,Social,4758.050856552723
Search_2025-10-22_s,2025-10-22,Search,2373.883786861738
Social_2025-10-22_s,2025-10-22,Social,2190.622441040649
Search_2025-10-23_s,2025-10-23,Search,3534.2280461202827
Social_2025-10-23_s,2025-10-23,Social,5529.501921456581
Search_2025-10-24_s,2025-10-24,Search,6311.829700076004
Social_2025-10-24_s,2025-10-24,Social,3413.5073799354495
Search_2025-10-25_s,2025-10-25,Search,4622.240220029624
Social_2025-10-25_s,2025-10-25,Social,4445.201806195455
Search_2025-10-26_s,2025-10-26,Search,3841.749307524829
Social_2025-10-26_s,2025-10-26,Social,3815.703630876899
Search_2025-10-27_s,2025-10-27,Search,2611.8819237008406
Social_2025-10-27_s,2025-10-27,Social,1660.7875554123402
Search_2025-10-28_s,2025-10-28,Search,5703.739727183798
Social_2025-10-28_s,2025-10-28,Social,5124.784822695816
Search_2025-10-29_s,2025-10-29,Search,3647.378765061821
Social_2025-10-29_s,2025-10-29,Social,2521.605103455108
Search_2025-10-30_s,2025-10-30,Search,6049.755457892695
Social_2025-10-30_s,2025-10-30,Social,1734.7828736834263
Search_2025-10-31_s,2025-10-31,Search,1790.0330689453745
Social_2025-10-31_s,2025-10-31,Social,5408.694117778083
Search_2025-11-01_s,2025-11-01,Search,6373.852577765551
Social_2025-11-01_s,2025-11-01,Social,5314.089966395537
Search_2025-11-02_s,2025-11-02,Search,6712.867041474742
Social_2025-11-02_s,2025-11-02,Social,2542.819250096572
Search_2025-11-03_s,2025-11-03,Search,2866.985680571259
Social_2025-11-03_s,2025-11-03,Social,2899.725589295513
Search_2025-11-04_s,2025-11-04,Search,5548.489403199249
Social_2025-11-04_s,2025-11-04,Social,2597.120296114697
Search_2025-11-05_s,2025-11-05,Search,2073.244859298008
Social_2025-11-05_s,2025-11-05,Social,1840.705851700479
Search_2025-11-06_s,2025-11-06,Search,2117.408940402743
Social_2025-11-06_s,2025-11-06,Social,2616.3561812321573
Search_2025-11-07_s,2025-11-07,Search,2145.6217041707337
Social_2025-11-07_s,2025-11-07,Social,3559.3115284263286
Search_2025-11-08_s,2025-11-08,Search,4991.430888309433
Social_2025-11-08_s,2025-11-08,Social,1947.7488617042652
Search_2025-11-09_s,2025-11-09,Search,3610.4933699180892
Social_2025-11-09_s,2025-11-09,Social,1529.1120424839403
Search_2025-11-10_s,2025-11-10,Search,3118.088481281321
Social_2025-11-10_s,2025-11-10,Social,1776.4481844159848
Search_2025-11-11_s,2025-11-11,Search,3632.0844973142116
Social_2025-11-11_s,2025-11-11,Social,4233.556481387103
Search_2025-11-12_s,2025-11-12,Search,3156.9674655706963
Social_2025-11-12_s,2025-11-12,Social,3179.9539640854614
Search_2025-11-13_s,2025-11-13,Search,6543.904728834829
Social_2025-11-13_s,2025-11-13,Social,3016.8724049975262
Search_2025-11-14_s,2025-11-14,Search,5945.87118645295
Social_2025-11-14_s,2025-11-14,Social,2921.876020392025
Search_2025-11-15_s,2025-11-15,Search,3265.702123619434
Social_2025-11-15_s,2025-11-15,Social,1671.9732204035631
Search_2025-11-16_s,2025-11-16,Search,3831.0272995583096
Social_2025-11-16_s,2025-11-16,Social,3269.012275701882
Search_2025-11-17_s,2025-11-17,Search,1922.0944333609066
Social_2025-11-17_s,2025-11-17,Social,2053.152844999804
Search_2025-11-18_s,2025-11-18,Search,6896.848637182952
Social_2025-11-18_s,2025-11-18,Social,3132.044041776187
Search_2025-11-19_s,2025-11-19,Search,2032.421194066344
Social_2025-11-19_s,2025-11-19,Social,3973.883970090498
Search_2025-11-20_s,2025-11-20,Search,5123.477836515792
Social_2025-11-20_s,2025-11-20,Social,5395.731517519192
Search_2025-11-21_s,2025-11-21,Search,2383.569933478153
Social_2025-11-21_s,2025-11-21,Social,3334.4731623867124
Search_2025-11-22_s,2025-11-22,Search,1701.883529248291
Social_2025-11-22_s,2025-11-22,Social,2318.5567704634104
Search_2025-11-23_s,2025-11-23,Search,3807.1965553410278
Social_2025-11-23_s,2025-11-23,Social,2780.6057225899035
Search_2025-11-24_s,2025-11-24,Search,5739.013811141558
Social_2025-11-24_s,2025-11-24,Social,5911.2351231174
Search_2025-11-25_s,2025-11-25,Search,5967.919226640822
Social_2025-11-25_s,2025-11-25,Social,5178.903873247748
Search_2025-11-26_s,2025-11-26,Search,2306.874831931881
Social_2025-11-26_s,2025-11-26,Social,1581.5548956853027
Search_2025-11-27_s,2025-11-27,Search,3460.9173843850276
Social_2025-11-27_s,2025-11-27,Social,4371.1521178846015
Search_2025-11-28_s,2025-11-28,Search,4300.27729911976
Social_2025-11-28_s,2025-11-28,Social,2879.8006490082957
Search_2025-11-29_s,2025-11-29,Search,4571.554748755054
Social_2025-11-29_s,2025-11-29,Social,1893.8783223388443
Search_2025-11-30_s,2025-11-30,Search,1987.8548588877318
Social_2025-11-30_s,2025-11-30,Social,4035.179181844108
Search_2025-12-01_s,2025-12-01,Search,7014.346422335694
Social_2025-12-01_s,2025-12-01,Social,4232.138483179065
Search_2025-12-02_s,2025-12-02,Search,7367.157961821539
Social_2025-12-02_s,2025-12-02,Social,3675.786463410031
Search_2025-12-03_s,2025-12-03,Search,3879.8204909932006
Social_2025-12-03_s,2025-12-03,Social,4961.684895293301
Search_2025-12-04_s,2025-12-04,Search,6137.107378553782
Social_2025-12-04_s,2025-12-04,Social,5980.009882889798
Search_2025-12-05_s,2025-12-05,Search,3428.283791207234
Social_2025-12-05_s,2025-12-05,Social,2992.6944198157903
Search_2025-12-06_s,2025-12-06,Search,3459.9749912682296
Social_2025-12-06_s,2025-12-06,Social,3100.8599239437585
Search_2025-12-07_s,2025-12-07,Search,5518.054554090553
Social_2025-12-07_s,2025-12-07,Social,2220.759629181786
Search_2025-12-08_s,2025-12-08,Search,6663.940678156624
Social_2025-12-08_s,2025-12-08,Social,2993.374683464348
Search_2025-12-09_s,2025-12-09,Search,2884.690021766521
Social_2025-12-09_s,2025-12-09,Social,4273.276136739337
Search_2025-12-10_s,2025-12-10,Search,3448.985064314071
Social_2025-12-10_s,2025-12-10,Social,2491.7163150338356
Search_2025-12-11_s,2025-12-11,Search,4723.299189546688
Social_2025-12-11_s,2025-12-11,Social,6687.975343419173
Search_2025-12-12_s,2025-12-12,Search,6799.6575850821
Social_2025-12-12_s,2025-12-12,Social,4089.558483067646
Search_2025-12-13_s,2025-12-13,Search,2191.4465669492583
Social_2025-12-13_s,2025-12-13,Social,2043.2126744020443
Search_2025-12-14_s,2025-12-14,Search,1795.6568411544579
Social_2025-12-14_s,2025-12-14,Social,2699.8918392884643
Search_2025-12-15_s,2025-12-15,Search,6594.825108452749
Social_2025-12-15_s,2025-12-15,Social,6766.895441529954
Search_2025-12-16_s,2025-12-16,Search,5378.353432854495
Social_2025-12-16_s,2025-12-16,Social,3507.4828026155296
Search_2025-12-17_s,2025-12-17,Search,2860.9592017034374
Social_2025-12-17_s,2025-12-17,Social,3831.5872136126336
Search_2025-12-18_s,2025-12-18,Search,5422.147959961536
Social_2025-12-18_s,2025-12-18,Social,1924.3928478100156
Search_2025-12-19_s,2025-12-19,Search,7625.906262010158
Social_2025-12-19_s,2025-12-19,Social,2288.6903989609377
Search_2025-12-20_s,2025-12-20,Search,5969.57947802195
Social_2025-12-20_s,2025-12-20,Social,3627.323071000733
Search_2025-12-21_s,2025-12-21,Search,3927.848007559024
Social_2025-12-21_s,2025-12-21,Social,5276.796986858903
Search_2025-12-22_s,2025-12-22,Search,8192.413489751943
Social_2025-12-22_s,2025-12-22,Social,3897.143172720454
Search_2025-12-23_s,2025-12-23,Search,2173.9096670034937
Social_2025-12-23_s,2025-12-23,Social,2577.0135333072326
Search_2025-12-24_s,2025-12-24,Search,3835.995956577491
Social_2025-12-24_s,2025-12-24,Social,3530.8976501991237
Search_2025-12-25_s,2025-12-25,Search,5322.636593235888
Social_2025-12-25_s,2025-12-25,Social,4668.516581040184
Search_2025-12-26_s,2025-12-26,Search,5377.076824666773
Social_2025-12-26_s,2025-12-26,Social,4270.232316399437
Search_2025-12-27_s,2025-12-27,Search,1666.6941066200266
Social_2025-12-27_s,2025-12-27,Social,5519.315264394047
Search_2025-12-28_s,2025-12-28,Search,2323.095897592981
Social_2025-12-28_s,2025-12-28,Social,1855.2859270848437
Search_2025-12-29_s,2025-12-29,Search,2889.2518481493667
Social_2025-12-29_s,2025-12-29,Social,6275.702867997587
Search_2025-12-30_s,2025-12-30,Search,3612.2513146325105
Social_2025-12-30_s,2025-12-30,Social,6664.999804478743
Search_2025-12-31_s,2025-12-31,Search,6260.7347208620195
Social_2025-12-31_s,2025-12-31,Social,4087.5244680001597
Search_2026-01-01_s,2026-01-01,Search,7534.934587754306
Social_2026-01-01_s,2026-01-01,Social,2588.0340543995985
Search_2026-01-02_s,2026-01-02,Search,3318.9794759245046
Social_2026-01-02_s,2026-01-02,Social,2727.936041605519
Search_2026-01-03_s,2026-01-03,Search,4975.659188198668
Social_2026-01-03_s,2026-01-03,Social,2087.8183553710305
Search_2026-01-04_s,2026-01-04,Search,3768.4284874375685
Social_2026-01-04_s,2026-01-04,Social,3045.0092103783036
Search_2026-01-05_s,2026-01-05,Search,2385.4837465057353
Social_2026-01-05_s,2026-01-05,Social,6026.788513237218
Search_2026-01-06_s,2026-01-06,Search,6538.192994121131
Social_2026-01-06_s,2026-01-06,Social,5722.222132889412
Search_2026-01-07_s,2026-01-07,Search,4489.759262700896
Social_2026-01-07_s,2026-01-07,Social,2545.967599710056
Search_2026-01-08_s,2026-01-08,Search,7870.594357627998
Social_2026-01-08_s,2026-01-08,Social,3375.726588374777
Search_2026-01-09_s,2026-01-09,Search,3477.300901543971
Social_2026-01-09_s,2026-01-09,Social,3258.3725586282094
Search_2026-01-10_s,2026-01-10,Search,6423.915749845181
Social_2026-01-10_s,2026-01-10,Social,3414.6104629820757
Search_2026-01-11_s,2026-01-11,Search,6582.004891469166
Social_2026-01-11_s,2026-01-11,Social,4598.4564340974675
Search_2026-01-12_s,2026-01-12,Search,7574.242586030928
Social_2026-01-12_s,2026-01-12,Social,4079.0722948060657
Search_2026-01-13_s,2026-01-13,Search,4101.043887302254
Social_2026-01-13_s,2026-01-13,Social,3203.1625921745053
Search_2026-01-14_s,2026-01-14,Search,2105.2341615759487
Social_2026-01-14_s,2026-01-14,Social,4318.543774437405
Search_2026-01-15_s,2026-01-15,Search,7375.440644883037
Social_2026-01-15_s,2026-01-15,Social,5216.875482079387
Search_2026-01-16_s,2026-01-16,Search,5298.774932863069
Social_2026-01-16_s,2026-01-16,Social,6607.81711256325
Search_2026-01-17_s,2026-01-17,Search,2357.5625540658752
Social_2026-01-17_s,2026-01-17,Social,2775.58380679404
Search_2026-01-18_s,2026-01-18,Search,3392.4608414390123
Social_2026-01-18_s,2026-01-18,Social,3679.3068562185654
Search_2026-01-19_s,2026-01-19,Search,2166.117675493332
Social_2026-01-19_s,2026-01-19,Social,4382.9346572195245
Search_2026-01-20_s,2026-01-20,Search,3511.060178188701
Social_2026-01-20_s,2026-01-20,Social,2080.274988759752
Search_2026-01-21_s,2026-01-21,Search,6155.2252792585505
Social_2026-01-21_s,2026-01-21,Social,2834.0739842202474
Search_2026-01-22_s,2026-01-22,Search,4929.5282526726905
Social_2026-01-22_s,2026-01-22,Social,6056.200862212953
Search_2026-01-23_s,2026-01-23,Search,8042.433121791905
Social_2026-01-23_s,2026-01-23,Social,4930.38248494869
Search_2026-01-24_s,2026-01-24,Search,3737.5352402636754
Social_2026-01-24_s,2026-01-24,Social,5088.653485558481
Search_2026-01-25_s,2026-01-25,Search,5109.152408750884
Social_2026-01-25_s,2026-01-25,Social,4418.829183348786
Search_2026-01-26_s,2026-01-26,Search,3931.509836706442
Social_2026-01-26_s,2026-01-26,Social,3784.8023549156396
Search_2026-01-27_s,2026-01-27,Search,1972.2212551095192
Social_2026-01-27_s,2026-01-27,Social,3127.9850941123054
Search_2026-01-28_s,2026-01-28,Search,6076.433556675779
Social_2026-01-28_s,2026-01-28,Social,4509.981496493968
Search_2026-01-29_s,2026-01-29,Search,4490.23161089181
Social_2026-01-29_s,2026-01-29,Social,2046.1823705279846
Search_2026-01-30_s,2026-01-30,Search,3824.817155739755
Social_2026-01-30_s,2026-01-30,Social,2911.1626164557915
Search_2026-01-31_s,2026-01-31,Search,1689.6131381971695
Social_2026-01-31_s,2026-01-31,Social,4228.374233482316
Search_2026-02-01_s,2026-02-01,Search,6487.666583017716
Social_2026-02-01_s,2026-02-01,Social,2612.152196005997
Search_2026-02-02_s,2026-02-02,Search,2758.0086136403306
Social_2026-02-02_s,2026-02-02,Social,5790.584466050304
Search_2026-02-03_s,2026-02-03,Search,7454.862982804922
Social_2026-02-03_s,2026-02-03,Social,4137.276013446397
Search_2026-02-04_s,2026-02-04,Search,3068.925166225125
Social_2026-02-04_s,2026-02-04,Social,5483.075009473316
Search_2026-02-05_s,2026-02-05,Search,2714.330075340803
Social_2026-02-05_s,2026-02-05,Social,6462.865988297825
Search_2026-02-06_s,2026-02-06,Search,7810.257973531266
Social_2026-02-06_s,2026-02-06,Social,3057.291504161779
Search_2026-02-07_s,2026-02-07,Search,6657.856922056382
Social_2026-02-07_s,2026-02-07,Social,2353.514689669279
Search_2026-02-08_s,2026-02-08,Search,4073.684812820452
Social_2026-02-08_s,2026-02-08,Social,4973.82602357006
Search_2026-02-09_s,2026-02-09,Search,3031.8952770265437
Social_2026-02-09_s,2026-02-09,Social,6175.084840374354
Search_2026-02-10_s,2026-02-10,Search,4130.095140719787
Social_2026-02-10_s,2026-02-10,Social,2742.934650311495
Search_2026-02-11_s,2026-02-11,Search,6258.61706188405
Social_2026-02-11_s,2026-02-11,Social,3298.2339683148475
Search_2026-02-12_s,2026-02-12,Search,3910.1973779577247
Social_2026-02-12_s,2026-02-12,Social,3022.249220070872
Search_2026-02-13_s,2026-02-13,Search,1857.6356186019757
Social_2026-02-13_s,2026-02-13,Social,6038.698255918024
Search_2026-02-14_s,2026-02-14,Search,3436.929115412693
Social_2026-02-14_s,2026-02-14,Social,4231.093719716441
Search_2026-02-15_s,2026-02-15,Search,2747.7476089735965
Social_2026-02-15_s,2026-02-15,Social,2108.6153641578744
Search_2026-02-16_s,2026-02-16,Search,2225.420030082876
Social_2026-02-16_s,2026-02-16,Social,2212.8591967465977
Search_2026-02-17_s,2026-02-17,Search,5304.762635476548
Social_2026-02-17_s,2026-02-17,Social,3411.9390498533917
Search_2026-02-18_s,2026-02-18,Search,2241.2556091441684
Social_2026-02-18_s,2026-02-18,Social,1640.861914033362
Search_2026-02-19_s,2026-02-19,Search,6014.848847225956
Social_2026-02-19_s,2026-02-19,Social,4671.415931689101
Search_2026-02-20_s,2026-02-20,Search,2770.722804525048
Social_2026-02-20_s,2026-02-20,Social,4170.454824829112
Search_2026-02-21_s,2026-02-21,Search,3570.381939320116
Social_2026-02-21_s,2026-02-21,Social,3741.136406090576
Search_2026-02-22_s,2026-02-22,Search,3549.793158335371
Social_2026-02-22_s,2026-02-22,Social,3455.763707098064
Search_2026-02-23_s,2026-02-23,Search,6971.198356949226
Social_2026-02-23_s,2026-02-23,Social,2098.0664151038895
Search_2026-02-24_s,2026-02-24,Search,3877.0535736199827
Social_2026-02-24_s,2026-02-24,Social,5254.456111196659
Search_2026-02-25_s,2026-02-25,Search,5567.735827048387
Social_2026-02-25_s,2026-02-25,Social,2821.8346456608892
Search_2026-02-26_s,2026-02-26,Search,4539.8921501059485
Social_2026-02-26_s,2026-02-26,Social,3641.010015375786
Search_2026-02-27_s,2026-02-27,Search,2458.042054038799
Social_2026-02-27_s,2026-02-27,Social,2884.1387648986233
Search_2026-02-28_s,2026-02-28,Search,1902.8166096346818
Social_2026-02-28_s,2026-02-28,Social,2167.1948680438377
Search_2026-03-01_s,2026-03-01,Search,3165.233016812496
Social_2026-03-01_s,2026-03-01,Social,1760.5324400998907
Search_2026-03-02_s,2026-03-02,Search,6444.575655178517
Social_2026-03-02_s,2026-03-02,Social,4832.565251027468
Search_2026-03-03_s,2026-03-03,Search,5544.895104510308
Social_2026-03-03_s,2026-03-03,Social,5419.0369262071
Search_2026-03-04_s,2026-03-04,Search,7320.04526912095
Social_2026-03-04_s,2026-03-04,Social,2481.914288658154
Search_2026-03-05_s,2026-03-05,Search,2016.3304905750379
Social_2026-03-05_s,2026-03-05,Social,3739.248747742493
Search_2026-03-06_s,2026-03-06,Search,6000.914099682631
Social_2026-03-06_s,2026-03-06,Social,3655.6569017896854
Search_2026-03-07_s,2026-03-07,Search,5374.305605976027
Social_2026-03-07_s,2026-03-07,Social,3132.613433849524
Search_2026-03-08_s,2026-03-08,Search,3827.255145452716
Social_2026-03-08_s,2026-03-08,Social,2025.158743339985
Search_2026-03-09_s,2026-03-09,Search,6528.481880684325
Social_2026-03-09_s,2026-03-09,Social,3175.4807496387316
Search_2026-03-10_s,2026-03-10,Search,7786.865500398398
Social_2026-03-10_s,2026-03-10,Social,6539.439823651094
Search_2026-03-11_s,2026-03-11,Search,6563.8380321823515
Social_2026-03-11_s,2026-03-11,Social,4928.34387580447
Search_2026-03-12_s,2026-03-12,Search,5697.89447945557
Social_2026-03-12_s,2026-03-12,Social,2688.296456568997
Search_2026-03-13_s,2026-03-13,Search,4647.028008444252
Social_2026-03-13_s,2026-03-13,Social,2297.642621793328
Search_2026-03-14_s,2026-03-14,Search,5529.908859628871
Social_2026-03-14_s,2026-03-14,Social,3089.0972441048752
Search_2026-03-15_s,2026-03-15,Search,3746.043055785932
Social_2026-03-15_s,2026-03-15,Social,1563.070468248128
Search_2026-03-16_s,2026-03-16,Search,4465.4010484720175
Social_2026-03-16_s,2026-03-16,Social,4670.573885980248
Search_2026-03-17_s,2026-03-17,Search,5761.070061730755
Social_2026-03-17_s,2026-03-17,Social,6263.493162333496
Search_2026-03-18_s,2026-03-18,Search,5990.142813212432
Social_2026-03-18_s,2026-03-18,Social,3830.631085880331
Search_2026-03-19_s,2026-03-19,Search,5086.036908961177
Social_2026-03-19_s,2026-03-19,Social,4619.8534402328105
Search_2026-03-20_s,2026-03-20,Search,4194.167049929343
Social_2026-03-20_s,2026-03-20,Social,3051.9251204298234
Search_2026-03-21_s,2026-03-21,Search,4875.10337049343
Social_2026-03-21_s,2026-03-21,Social,2450.4055382382458
Search_2026-03-22_s,2026-03-22,Search,3578.9447850359434
Social_2026-03-22_s,2026-03-22,Social,2321.2584600415526
Search_2026-03-23_s,2026-03-23,Search,2041.9644706966424
Social_2026-03-23_s,2026-03-23,Social,5956.781582651648
Search_2026-03-24_s,2026-03-24,Search,2450.890285265308
Social_2026-03-24_s,2026-03-24,Social,5772.008169293373
Search_2026-03-25_s,2026-03-25,Search,4631.75811444962
Social_2026-03-25_s,2026-03-25,Social,6189.503612271306
Search_2026-03-26_s,2026-03-26,Search,3363.1392243209175
Social_2026-03-26_s,2026-03-26,Social,1552.983708018726
Search_2026-03-27_s,2026-03-27,Search,5499.26691883727
Social_2026-03-27_s,2026-03-27,Social,3855.671900566141
Search_2026-03-28_s,2026-03-28,Search,3901.877602454897
Social_2026-03-28_s,2026-03-28,Social,5010.255892886855
Search_2026-03-29_s,2026-03-29,Search,6299.540896059159
Social_2026-03-29_s,2026-03-29,Social,4607.481318941498
Search_2026-03-30_s,2026-03-30,Search,3498.93728177156
Social_2026-03-30_s,2026-03-30,Social,4895.541730870169
Search_2026-03-31_s,2026-03-31,Search,5661.751706504422
Social_2026-03-31_s,2026-03-31,Social,2271.68985496778
