date,channel,spend,leads,tm_attempts,tm_connected,contracts,premium,cpl,cpa_contract,connect_rate,close_rate,leads_per_spend,attempts_per_lead,connected_per_attempt,contracts_per_connected,premium_per_contract,roi,roi_implied
2026-02-24,google,39.36,16,12,1,1,458.11,2.46,39.36,0.08333333333333333,1.0,0.4065040650406504,0.75,0.08333333333333333,1.0,458.11,11.638973577235772,11.638973577235772
2026-02-25,google,40.4,11,8,3,1,1585.44,3.6727272727272724,40.4,0.375,0.3333333333333333,0.2722772277227723,0.7272727272727273,0.375,0.3333333333333333,1585.44,39.24356435643565,39.24356435643565
2026-02-26,google,43.1,16,12,5,0,0.0,2.69375,,0.4166666666666667,0.0,0.37122969837587005,0.75,0.4166666666666667,0.0,,0.0,
2026-02-27,google,44.91,10,10,4,0,0.0,4.491,,0.4,0.0,0.22266755733689603,1.0,0.4,0.0,,0.0,
2026-02-28,google,32.33,20,15,5,1,1317.24,1.6164999999999998,32.33,0.3333333333333333,0.2,0.6186204763377668,0.75,0.3333333333333333,0.2,1317.24,40.743581812558,40.74358181255799
2025-10-01,kakao,25.67,0,0,0,0,0.0,,,,,0.0,,,,,0.0,
2025-10-02,kakao,28.29,7,6,2,0,0.0,4.041428571428571,,0.3333333333333333,0.0,0.24743725698126548,0.8571428571428571,0.3333333333333333,0.0,,0.0,
2025-10-03,kakao,31.16,7,9,4,0,0.0,4.451428571428571,,0.4444444444444444,0.0,0.2246469833119384,1.2857142857142858,0.4444444444444444,0.0,,0.0,
2025-10-04,kakao,23.34,13,10,5,1,948.22,1.7953846153846154,23.34,0.5,0.2,0.5569837189374465,0.7692307692307693,0.5,0.2,948.22,40.62639245929734,40.62639245929735
2025-10-05,kakao,17.65,10,10,4,0,0.0,1.765,,0.4,0.0,0.56657223796034,1.0,0.4,0.0,,0.0,
2025-10-06,kakao,25.02,11,11,3,2,1112.67,2.2745454545454544,12.51,0.2727272727272727,0.6666666666666666,0.4396482813749001,1.0,0.2727272727272727,0.6666666666666666,556.335,44.47122302158274,44.47122302158273
2025-10-07,kakao,25.8,10,8,0,0,0.0,2.58,,0.0,,0.38759689922480617,0.8,0.0,,,0.0,
2025-10-08,kakao,27.74,10,8,2,0,0.0,2.774,,0.25,0.0,0.36049026676279744,0.8,0.25,0.0,,0.0,
2025-10-09,kakao,29.22,15,11,5,0,0.0,1.948,,0.45454545454545453,0.0,0.513347022587269,0.7333333333333333,0.45454545454545453,0.0,,0.0,
2025-10-10,kakao,31.38,11,8,2,0,0.0,2.8527272727272726,,0.25,0.0,0.3505417463352454,0.7272727272727273,0.25,0.0,,0.0,
2025-10-11,kakao,23.81,13,12,5,2,1565.63,1.8315384615384613,11.905,0.4166666666666667,0.4,0.5459890802183957,0.9230769230769231,0.4166666666666667,0.4,782.815,65.75514489710207,65.75514489710208
2025-10-12,kakao,18.26,12,10,4,1,1276.87,1.5216666666666667,18.26,0.4,0.25,0.6571741511500547,0.8333333333333334,0.4,0.25,1276.87,69.92716319824753,69.92716319824754
2025-10-13,kakao,23.36,4,4,3,1,1545.03,5.84,23.36,0.75,0.3333333333333333,0.17123287671232876,1.0,0.75,0.3333333333333333,1545.03,66.13998287671232,66.13998287671231
2025-10-14,kakao,25.92,12,7,2,0,0.0,2.16,,0.2857142857142857,0.0,0.4629629629629629,0.5833333333333334,0.2857142857142857,0.0,,0.0,
2025-10-15,kakao,25.46,16,11,4,0,0.0,1.59125,,0.36363636363636365,0.0,0.6284367635506677,0.6875,0.36363636363636365,0.0,,0.0,
2025-10-16,kakao,27.04,4,7,3,0,0.0,6.76,,0.42857142857142855,0.0,0.14792899408284024,1.75,0.42857142857142855,0.0,,0.0,
2025-10-17,kakao,27.78,12,9,5,1,1341.78,2.315,27.78,0.5555555555555556,0.2,0.4319654427645788,0.75,0.5555555555555556,0.2,1341.78,48.300215982721376,48.30021598272139
2025-10-18,kakao,21.82,14,10,2,0,0.0,1.5585714285714285,,0.2,0.0,0.6416131989000916,0.7142857142857143,0.2,0.0,,0.0,
2025-10-19,kakao,18.52,6,8,2,1,1094.39,3.0866666666666664,18.52,0.25,0.5,0.32397408207343414,1.3333333333333333,0.25,0.5,1094.39,59.09233261339094,59.09233261339093
2025-10-20,kakao,21.46,6,5,3,1,940.8,3.5766666666666667,21.46,0.6,0.3333333333333333,0.27958993476234856,0.8333333333333334,0.6,0.3333333333333333,940.8,43.83970177073625,43.83970177073625
2025-10-21,kakao,29.44,8,8,4,0,0.0,3.68,,0.5,0.0,0.2717391304347826,1.0,0.5,0.0,,0.0,
2025-10-22,kakao,25.87,12,9,3,0,0.0,2.1558333333333333,,0.3333333333333333,0.0,0.46385775028991105,0.75,0.3333333333333333,0.0,,0.0,
2025-10-23,kakao,28.53,15,11,4,2,1722.0,1.9020000000000001,14.265,0.36363636363636365,0.5,0.5257623554153522,0.7333333333333333,0.36363636363636365,0.5,861.0,60.357518401682434,60.35751840168244
2025-10-24,kakao,29.88,16,12,5,1,982.32,1.8675,29.88,0.4166666666666667,0.2,0.535475234270415,0.75,0.4166666666666667,0.2,982.32,32.87550200803213,32.87550200803213
2025-10-25,kakao,22.99,11,6,3,1,856.4,2.09,22.99,0.5,0.3333333333333333,0.47846889952153115,0.5454545454545454,0.5,0.3333333333333333,856.4,37.25097868638539,37.25097868638538
2025-10-26,kakao,20.85,19,15,5,1,2560.55,1.0973684210526315,20.85,0.3333333333333333,0.2,0.9112709832134291,0.7894736842105263,0.3333333333333333,0.2,2560.55,122.80815347721823,122.80815347721824
2025-10-27,kakao,21.36,14,12,5,1,1053.71,1.5257142857142856,21.36,0.4166666666666667,0.2,0.6554307116104869,0.8571428571428571,0.4166666666666667,0.2,1053.71,49.3309925093633,49.3309925093633
2025-10-28,kakao,27.34,9,11,5,1,258.13,3.037777777777778,27.34,0.45454545454545453,0.2,0.3291880029261156,1.2222222222222223,0.45454545454545453,0.2,258.13,9.44147768836869,9.441477688368693
2025-10-29,kakao,25.78,12,10,5,1,738.5,2.1483333333333334,25.78,0.5,0.2,0.4654771140418929,0.8333333333333334,0.5,0.2,738.5,28.64623739332816,28.646237393328164
2025-10-30,kakao,26.63,9,3,2,2,2239.65,2.9588888888888887,13.315,0.6666666666666666,1.0,0.33796470146451374,0.3333333333333333,0.6666666666666666,1.0,1119.825,84.10251595944425,84.10251595944423
2025-10-31,kakao,26.9,12,9,3,2,2214.88,2.2416666666666667,13.45,0.3333333333333333,0.6666666666666666,0.446096654275093,0.75,0.3333333333333333,0.6666666666666666,1107.44,82.3375464684015,82.33754646840148
2025-11-01,kakao,22.9,11,14,5,0,0.0,2.0818181818181816,,0.35714285714285715,0.0,0.48034934497816595,1.2727272727272727,0.35714285714285715,0.0,,0.0,
2025-11-02,kakao,17.58,17,15,6,0,0.0,1.0341176470588234,,0.4,0.0,0.9670079635949944,0.8823529411764706,0.4,0.0,,0.0,
2025-11-03,kakao,25.79,9,6,2,0,0.0,2.8655555555555554,,0.3333333333333333,0.0,0.34897246994959286,0.6666666666666666,0.3333333333333333,0.0,,0.0,
2025-11-04,kakao,27.62,7,7,3,1,1751.01,3.9457142857142857,27.62,0.42857142857142855,0.3333333333333333,0.25343953656770457,1.0,0.42857142857142855,0.3333333333333333,1751.01,63.39645184648805,63.39645184648804
2025-11-05,kakao,31.54,10,7,1,1,2055.31,3.154,31.54,0.14285714285714285,1.0,0.31705770450221943,0.7,0.14285714285714285,1.0,2055.31,65.16518706404565,65.16518706404565
2025-11-06,kakao,28.49,13,8,4,2,2088.79,2.191538461538461,14.245,0.5,0.5,0.45630045630045635,0.6153846153846154,0.5,0.5,1044.395,73.31660231660231,73.31660231660233
2025-11-07,kakao,29.76,10,7,1,0,0.0,2.976,,0.14285714285714285,0.0,0.33602150537634407,0.7,0.14285714285714285,0.0,,0.0,
2025-11-08,kakao,22.34,19,15,5,1,780.78,1.1757894736842105,22.34,0.3333333333333333,0.2,0.8504923903312445,0.7894736842105263,0.3333333333333333,0.2,780.78,34.94986571172784,34.949865711727846
2025-11-09,kakao,19.63,13,7,3,1,93.25,1.51,19.63,0.42857142857142855,0.3333333333333333,0.6622516556291391,0.5384615384615384,0.42857142857142855,0.3333333333333333,93.25,4.750382068262863,4.750382068262862
2025-11-10,kakao,26.7,17,11,6,2,2420.27,1.5705882352941176,13.35,0.5454545454545454,0.3333333333333333,0.6367041198501873,0.6470588235294118,0.5454545454545454,0.3333333333333333,1210.135,90.64681647940075,90.64681647940074
2025-11-11,kakao,24.87,17,14,4,1,908.3,1.4629411764705882,24.87,0.2857142857142857,0.25,0.6835544833132288,0.8235294117647058,0.2857142857142857,0.25,908.3,36.52191395255328,36.52191395255327
2025-11-12,kakao,25.03,13,10,3,0,0.0,1.9253846153846155,,0.3,0.0,0.519376747902517,0.7692307692307693,0.3,0.0,,0.0,
2025-11-13,kakao,29.21,15,13,4,1,730.12,1.9473333333333334,29.21,0.3076923076923077,0.25,0.5135227661759671,0.8666666666666667,0.3076923076923077,0.25,730.12,24.99554946935981,24.995549469359812
2025-11-14,kakao,29.9,11,6,4,0,0.0,2.7181818181818183,,0.6666666666666666,0.0,0.3678929765886288,0.5454545454545454,0.6666666666666666,0.0,,0.0,
2025-11-15,kakao,27.23,16,14,2,0,0.0,1.701875,,0.14285714285714285,0.0,0.5875872199779655,0.875,0.14285714285714285,0.0,,0.0,
2025-11-16,kakao,17.78,17,11,3,0,0.0,1.0458823529411765,,0.2727272727272727,0.0,0.9561304836895388,0.6470588235294118,0.2727272727272727,0.0,,0.0,
2025-11-17,kakao,19.88,11,12,7,2,2975.16,1.8072727272727271,9.94,0.5833333333333334,0.2857142857142857,0.5533199195171027,1.0909090909090908,0.5833333333333334,0.2857142857142857,1487.58,149.6559356136821,149.65593561368212
2025-11-18,kakao,26.47,13,7,3,0,0.0,2.036153846153846,,0.42857142857142855,0.0,0.49112202493388746,0.5384615384615384,0.42857142857142855,0.0,,0.0,
2025-11-19,kakao,25.54,12,7,1,1,911.48,2.1283333333333334,25.54,0.14285714285714285,1.0,0.46985121378230227,0.5833333333333334,0.14285714285714285,1.0,911.48,35.68833202819108,35.68833202819107
2025-11-20,kakao,28.77,10,9,3,0,0.0,2.877,,0.3333333333333333,0.0,0.3475842891901286,0.9,0.3333333333333333,0.0,,0.0,
2025-11-21,kakao,30.35,7,9,3,1,1874.14,4.335714285714286,30.35,0.3333333333333333,0.3333333333333333,0.23064250411861614,1.2857142857142858,0.3333333333333333,0.3333333333333333,1874.14,61.7509060955519,61.7509060955519
2025-11-22,kakao,22.18,16,13,5,0,0.0,1.38625,,0.38461538461538464,0.0,0.721370604147881,0.8125,0.38461538461538464,0.0,,0.0,
2025-11-23,kakao,18.9,9,8,5,1,785.09,2.0999999999999996,18.9,0.625,0.2,0.4761904761904762,0.8888888888888888,0.625,0.2,785.09,41.539153439153445,41.53915343915344
2025-11-24,kakao,24.61,10,8,3,0,0.0,2.461,,0.375,0.0,0.4063388866314506,0.8,0.375,0.0,,0.0,
2025-11-25,kakao,25.04,7,4,1,1,663.9,3.577142857142857,25.04,0.25,1.0,0.2795527156549521,0.5714285714285714,0.25,1.0,663.9,26.513578274760384,26.51357827476038
2025-11-26,kakao,24.09,9,6,3,2,2806.79,2.6766666666666667,12.045,0.5,0.6666666666666666,0.37359900373599003,0.6666666666666666,0.5,0.6666666666666666,1403.395,116.51266085512661,116.5126608551266
2025-11-27,kakao,28.59,11,6,1,0,0.0,2.599090909090909,,0.16666666666666666,0.0,0.38474991255683805,0.5454545454545454,0.16666666666666666,0.0,,0.0,
2025-11-28,kakao,29.69,7,3,0,0,0.0,4.241428571428572,,0.0,,0.23576961940047153,0.42857142857142855,0.0,,,0.0,
2025-11-29,kakao,23.2,10,9,1,1,1590.83,2.32,23.2,0.1111111111111111,1.0,0.4310344827586207,0.9,0.1111111111111111,1.0,1590.83,68.57025862068966,68.57025862068966
2025-11-30,kakao,16.38,18,12,3,0,0.0,0.9099999999999999,,0.25,0.0,1.098901098901099,0.6666666666666666,0.25,0.0,,0.0,
2025-12-01,kakao,25.69,12,10,3,0,0.0,2.1408333333333336,,0.3,0.0,0.4671078240560529,0.8333333333333334,0.3,0.0,,0.0,
2025-12-02,kakao,30.36,13,8,2,0,0.0,2.335384615384615,,0.25,0.0,0.4281949934123847,0.6153846153846154,0.25,0.0,,0.0,
2025-12-03,kakao,30.96,17,14,5,2,2183.6,1.8211764705882354,15.48,0.35714285714285715,0.4,0.5490956072351421,0.8235294117647058,0.35714285714285715,0.4,1091.8,70.5297157622739,70.5297157622739
2025-12-04,kakao,30.33,19,14,4,0,0.0,1.5963157894736841,,0.2857142857142857,0.0,0.6264424662050775,0.7368421052631579,0.2857142857142857,0.0,,0.0,
2025-12-05,kakao,28.21,8,9,0,0,0.0,3.52625,,0.0,,0.2835873803615739,1.125,0.0,,,0.0,
2025-12-06,kakao,26.21,16,13,4,0,0.0,1.638125,,0.3076923076923077,0.0,0.6104540251812285,0.8125,0.3076923076923077,0.0,,0.0,
2025-12-07,kakao,19.43,12,12,4,0,0.0,1.6191666666666666,,0.3333333333333333,0.0,0.6176016469377251,1.0,0.3333333333333333,0.0,,0.0,
2025-12-08,kakao,27.04,11,7,2,2,1678.9,2.458181818181818,13.52,0.2857142857142857,1.0,0.4068047337278107,0.6363636363636364,0.2857142857142857,1.0,839.45,62.089497041420124,62.08949704142011
2025-12-09,kakao,27.95,11,9,5,1,810.56,2.540909090909091,27.95,0.5555555555555556,0.2,0.3935599284436494,0.8181818181818182,0.5555555555555556,0.2,810.56,29.00035778175313,29.000357781753134
2025-12-10,kakao,32.89,21,15,5,0,0.0,1.5661904761904761,,0.3333333333333333,0.0,0.638491942839769,0.7142857142857143,0.3333333333333333,0.0,,0.0,
2025-12-11,kakao,31.38,9,6,3,3,2250.4,3.4866666666666664,10.459999999999999,0.5,1.0,0.28680688336520077,0.6666666666666666,0.5,1.0,750.1333333333333,71.7144678138942,71.7144678138942
2025-12-12,kakao,33.26,23,18,6,4,4240.6,1.4460869565217391,8.315,0.3333333333333333,0.6666666666666666,0.6915213469633193,0.782608695652174,0.3333333333333333,0.6666666666666666,1060.15,127.49849669272402,127.49849669272402
2025-12-13,kakao,23.45,18,13,5,1,747.45,1.3027777777777778,23.45,0.38461538461538464,0.2,0.767590618336887,0.7222222222222222,0.38461538461538464,0.2,747.45,31.874200426439234,31.874200426439238
2025-12-14,kakao,22.72,12,7,2,2,1000.54,1.8933333333333333,11.36,0.2857142857142857,1.0,0.5281690140845071,0.5833333333333334,0.2857142857142857,1.0,500.27,44.037852112676056,44.03785211267606
2025-12-15,kakao,25.97,13,8,3,0,0.0,1.9976923076923077,,0.375,0.0,0.5005775895263767,0.6153846153846154,0.375,0.0,,0.0,
2025-12-16,kakao,32.41,11,4,1,1,608.6,2.946363636363636,32.41,0.25,1.0,0.33940141931502626,0.36363636363636365,0.25,1.0,608.6,18.77815489046591,18.77815489046591
2025-12-17,kakao,31.88,11,7,3,0,0.0,2.898181818181818,,0.42857142857142855,0.0,0.3450439146800502,0.6363636363636364,0.42857142857142855,0.0,,0.0,
2025-12-18,kakao,30.93,7,7,2,0,0.0,4.418571428571428,,0.2857142857142857,0.0,0.22631749110895572,1.0,0.2857142857142857,0.0,,0.0,
2025-12-19,kakao,34.23,16,10,3,1,571.77,2.139375,34.23,0.3,0.3333333333333333,0.4674262342974,0.625,0.3,0.3333333333333333,571.77,16.703768624014025,16.70376862401402
2025-12-20,kakao,25.33,20,13,6,1,507.98,1.2665,25.33,0.46153846153846156,0.16666666666666666,0.7895775759968418,0.65,0.46153846153846156,0.16666666666666666,507.98,20.054480852743783,20.054480852743787
2025-12-21,kakao,20.34,9,11,4,1,942.2,2.26,20.34,0.36363636363636365,0.25,0.4424778761061947,1.2222222222222223,0.36363636363636365,0.25,942.2,46.32251720747296,46.32251720747296
2025-12-22,kakao,21.47,8,5,1,0,0.0,2.68375,,0.2,0.0,0.37261294829995345,0.625,0.2,0.0,,0.0,
2025-12-23,kakao,31.89,6,5,2,0,0.0,5.315,,0.4,0.0,0.18814675446848542,0.8333333333333334,0.4,0.0,,0.0,
2025-12-24,kakao,28.74,8,8,3,1,1252.79,3.5925,28.74,0.375,0.3333333333333333,0.2783576896311761,1.0,0.375,0.3333333333333333,1252.79,43.59046624913013,43.590466249130124
2025-12-25,kakao,32.78,18,16,5,1,1285.27,1.8211111111111111,32.78,0.3125,0.2,0.5491153142159854,0.8888888888888888,0.3125,0.2,1285.27,39.20896888346552,39.20896888346553
2025-12-26,kakao,33.49,14,8,3,0,0.0,2.3921428571428573,,0.375,0.0,0.41803523439832785,0.5714285714285714,0.375,0.0,,0.0,
2025-12-27,kakao,23.87,17,13,4,1,336.92,1.4041176470588237,23.87,0.3076923076923077,0.25,0.7121910347716799,0.7647058823529411,0.3076923076923077,0.25,336.92,14.114788437369082,14.114788437369082
2025-12-28,kakao,21.07,10,5,1,0,0.0,2.107,,0.2,0.0,0.47460844803037494,0.5,0.2,0.0,,0.0,
2025-12-29,kakao,28.65,8,11,2,2,1574.29,3.58125,14.325,0.18181818181818182,1.0,0.2792321116928447,1.375,0.18181818181818182,1.0,787.145,54.94904013961606,54.94904013961605
2025-12-30,kakao,30.15,19,12,4,0,0.0,1.5868421052631578,,0.3333333333333333,0.0,0.6301824212271974,0.631578947368421,0.3333333333333333,0.0,,0.0,
2025-12-31,kakao,33.45,15,10,4,0,0.0,2.23,,0.4,0.0,0.44843049327354256,0.6666666666666666,0.4,0.0,,0.0,
2026-01-01,kakao,32.67,9,5,1,0,0.0,3.6300000000000003,,0.2,0.0,0.27548209366391185,0.5555555555555556,0.2,0.0,,0.0,
2026-01-02,kakao,35.81,15,9,6,2,2590.52,2.3873333333333333,17.905,0.6666666666666666,0.3333333333333333,0.4188774085450991,0.6,0.6666666666666666,0.3333333333333333,1295.26,72.34068695895,72.34068695894999
2026-01-03,kakao,27.41,13,13,5,0,0.0,2.1084615384615386,,0.38461538461538464,0.0,0.47427946005107624,1.0,0.38461538461538464,0.0,,0.0,
2026-01-04,kakao,25.32,16,18,8,4,2309.11,1.5825,6.33,0.4444444444444444,0.5,0.631911532385466,1.125,0.4444444444444444,0.5,577.2775,91.19707740916272,91.19707740916273
2026-01-05,kakao,33.44,19,14,6,4,4205.98,1.7599999999999998,8.36,0.42857142857142855,0.6666666666666666,0.5681818181818182,0.7368421052631579,0.42857142857142855,0.6666666666666666,1051.495,125.77691387559808,125.77691387559805
2026-01-06,kakao,31.25,8,4,3,2,1247.24,3.90625,15.625,0.75,0.6666666666666666,0.256,0.5,0.75,0.6666666666666666,623.62,39.91168,39.911680000000004
2026-01-07,kakao,36.03,13,6,1,0,0.0,2.7715384615384617,,0.16666666666666666,0.0,0.36081043574798777,0.46153846153846156,0.16666666666666666,0.0,,0.0,
2026-01-08,kakao,29.87,14,11,1,1,983.45,2.1335714285714285,29.87,0.09090909090909091,1.0,0.4686976899899565,0.7857142857142857,0.09090909090909091,1.0,983.45,32.92433880147305,32.924338801473056
2026-01-09,kakao,39.29,12,9,3,1,2207.6,3.2741666666666664,39.29,0.3333333333333333,0.3333333333333333,0.3054212267752609,0.75,0.3333333333333333,0.3333333333333333,2207.6,56.187325019088824,56.18732501908882
2026-01-10,kakao,33.82,16,11,4,0,0.0,2.11375,,0.36363636363636365,0.0,0.47309284447072736,0.6875,0.36363636363636365,0.0,,0.0,
2026-01-11,kakao,22.78,16,13,5,0,0.0,1.42375,,0.38461538461538464,0.0,0.7023705004389815,0.8125,0.38461538461538464,0.0,,0.0,
2026-01-12,kakao,31.6,18,15,6,2,3753.6,1.7555555555555555,15.8,0.4,0.3333333333333333,0.5696202531645569,0.8333333333333334,0.4,0.3333333333333333,1876.8,118.78481012658227,118.78481012658229
2026-01-13,kakao,30.97,14,12,6,2,2273.44,2.212142857142857,15.485,0.5,0.3333333333333333,0.45205037132709075,0.8571428571428571,0.5,0.3333333333333333,1136.72,73.40781401356152,73.40781401356149
2026-01-14,kakao,39.07,12,9,4,1,764.26,3.2558333333333334,39.07,0.4444444444444444,0.25,0.3071410289224469,0.75,0.4444444444444444,0.25,764.26,19.561300230355773,19.56130023035577
2026-01-15,kakao,32.36,19,13,5,2,801.54,1.703157894736842,16.18,0.38461538461538464,0.4,0.5871446229913474,0.6842105263157895,0.38461538461538464,0.4,400.77,24.76946847960445,24.769468479604456
2026-01-16,kakao,35.09,12,11,3,2,2621.73,2.924166666666667,17.545,0.2727272727272727,0.6666666666666666,0.341977771444856,0.9166666666666666,0.2727272727272727,0.6666666666666666,1310.865,74.71444856084354,74.71444856084352
2026-01-17,kakao,26.46,13,10,2,1,1796.51,2.0353846153846153,26.46,0.2,0.5,0.491307634164777,0.7692307692307693,0.2,0.5,1796.51,67.89531368102796,67.89531368102797
2026-01-18,kakao,23.71,17,15,7,0,0.0,1.3947058823529412,,0.4666666666666667,0.0,0.7169970476592155,0.8823529411764706,0.4666666666666667,0.0,,0.0,
2026-01-19,kakao,31.34,14,13,5,0,0.0,2.2385714285714284,,0.38461538461538464,0.0,0.4467134652201659,0.9285714285714286,0.38461538461538464,0.0,,0.0,
2026-01-20,kakao,31.32,9,4,1,1,2609.9,3.48,31.32,0.25,1.0,0.28735632183908044,0.4444444444444444,0.25,1.0,2609.9,83.3301404853129,83.33014048531288
2026-01-21,kakao,35.94,8,4,1,1,1020.51,4.4925,35.94,0.25,1.0,0.22259321090706735,0.5,0.25,1.0,1020.51,28.39482470784641,28.394824707846414
2026-01-22,kakao,34.55,15,10,3,0,0.0,2.3033333333333332,,0.3,0.0,0.43415340086830684,0.6666666666666666,0.3,0.0,,0.0,
2026-01-23,kakao,36.47,20,14,4,0,0.0,1.8235,,0.2857142857142857,0.0,0.5483959418700302,0.7,0.2857142857142857,0.0,,0.0,
2026-01-24,kakao,31.36,10,10,2,1,463.32,3.136,31.36,0.2,0.5,0.31887755102040816,1.0,0.2,0.5,463.32,14.77423469387755,14.77423469387755
2026-01-25,kakao,21.17,11,10,2,1,1211.99,1.9245454545454548,21.17,0.2,0.5,0.5196032120925838,0.9090909090909091,0.2,0.5,1211.99,57.250354274917335,57.25035427491733
2026-01-26,kakao,27.18,14,13,4,0,0.0,1.9414285714285715,,0.3076923076923077,0.0,0.515084621044886,0.9285714285714286,0.3076923076923077,0.0,,0.0,
2026-01-27,kakao,34.0,10,9,3,1,2219.44,3.4,34.0,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.9,0.3333333333333333,0.3333333333333333,2219.44,65.27764705882353,65.27764705882352
2026-01-28,kakao,33.54,9,8,4,0,0.0,3.7266666666666666,,0.5,0.0,0.26833631484794274,0.8888888888888888,0.5,0.0,,0.0,
2026-01-29,kakao,33.38,11,11,4,1,1923.29,3.0345454545454547,33.38,0.36363636363636365,0.25,0.32953864589574594,1.0,0.36363636363636365,0.25,1923.29,57.618034751348105,57.61803475134811
2026-01-30,kakao,38.9,14,12,4,1,718.9,2.7785714285714285,38.9,0.3333333333333333,0.25,0.35989717223650386,0.8571428571428571,0.3333333333333333,0.25,718.9,18.480719794344473,18.48071979434447
2026-01-31,kakao,28.87,8,7,2,1,488.29,3.60875,28.87,0.2857142857142857,0.5,0.27710426047800485,0.875,0.2857142857142857,0.5,488.29,16.913404918600623,16.91340491860062
2026-02-01,kakao,18.75,17,17,6,0,0.0,1.1029411764705883,,0.35294117647058826,0.0,0.9066666666666666,1.0,0.35294117647058826,0.0,,0.0,
2026-02-02,kakao,22.86,15,12,5,0,0.0,1.524,,0.4166666666666667,0.0,0.6561679790026247,0.8,0.4166666666666667,0.0,,0.0,
2026-02-03,kakao,24.5,9,7,3,3,1801.65,2.7222222222222223,8.166666666666666,0.42857142857142855,1.0,0.3673469387755102,0.7777777777777778,0.42857142857142855,1.0,600.5500000000001,73.53673469387755,73.53673469387756
2026-02-04,kakao,32.02,10,6,2,0,0.0,3.2020000000000004,,0.3333333333333333,0.0,0.3123048094940662,0.6,0.3333333333333333,0.0,,0.0,
2026-02-05,kakao,26.2,9,9,4,3,2858.26,2.911111111111111,8.733333333333333,0.4444444444444444,0.75,0.3435114503816794,1.0,0.4444444444444444,0.75,952.7533333333334,109.093893129771,109.093893129771
2026-02-06,kakao,29.43,10,10,4,0,0.0,2.943,,0.4,0.0,0.3397893306150187,1.0,0.4,0.0,,0.0,
2026-02-07,kakao,22.59,8,6,3,0,0.0,2.82375,,0.5,0.0,0.35413899955732625,0.75,0.5,0.0,,0.0,
2026-02-08,kakao,17.49,9,10,3,2,1333.72,1.9433333333333331,8.745,0.3,0.6666666666666666,0.5145797598627788,1.1111111111111112,0.3,0.6666666666666666,666.86,76.25614636935393,76.25614636935393
2026-02-09,kakao,21.21,13,6,0,0,0.0,1.6315384615384616,,0.0,,0.6129184347006129,0.46153846153846156,0.0,,,0.0,
2026-02-10,kakao,25.3,14,11,4,1,613.69,1.8071428571428572,25.3,0.36363636363636365,0.25,0.5533596837944664,0.7857142857142857,0.36363636363636365,0.25,613.69,24.256521739130438,24.256521739130438
2026-02-11,kakao,23.16,8,6,3,0,0.0,2.895,,0.5,0.0,0.3454231433506045,0.75,0.5,0.0,,0.0,
2026-02-12,kakao,27.18,17,12,5,2,941.46,1.5988235294117648,13.59,0.4166666666666667,0.4,0.6254598969830758,0.7058823529411765,0.4166666666666667,0.4,470.73,34.63796909492274,34.637969094922745
2026-02-13,kakao,33.18,12,14,5,0,0.0,2.765,,0.35714285714285715,0.0,0.3616636528028933,1.1666666666666667,0.35714285714285715,0.0,,0.0,
2026-02-14,kakao,22.61,9,7,2,2,1147.7,2.5122222222222224,11.305,0.2857142857142857,1.0,0.3980539584254755,0.7777777777777778,0.2857142857142857,1.0,573.85,50.76072534276869,50.76072534276869
2026-02-15,kakao,18.86,10,7,2,0,0.0,1.886,,0.2857142857142857,0.0,0.5302226935312832,0.7,0.2857142857142857,0.0,,0.0,
2026-02-16,kakao,22.35,12,10,4,1,737.77,1.8625,22.35,0.4,0.25,0.5369127516778524,0.8333333333333334,0.4,0.25,737.77,33.00984340044742,33.00984340044743
2026-02-17,kakao,20.63,7,2,1,0,0.0,2.947142857142857,,0.5,0.0,0.3393116820164809,0.2857142857142857,0.5,0.0,,0.0,
2026-02-18,kakao,26.08,11,7,2,0,0.0,2.3709090909090906,,0.2857142857142857,0.0,0.4217791411042945,0.6363636363636364,0.2857142857142857,0.0,,0.0,
2026-02-19,kakao,24.66,9,9,4,0,0.0,2.74,,0.4444444444444444,0.0,0.36496350364963503,1.0,0.4444444444444444,0.0,,0.0,
2026-02-20,kakao,29.43,8,5,1,0,0.0,3.67875,,0.2,0.0,0.27183146449201495,0.625,0.2,0.0,,0.0,
2026-02-21,kakao,18.84,3,1,0,0,0.0,6.28,,0.0,,0.1592356687898089,0.3333333333333333,0.0,,,0.0,
2026-02-22,kakao,19.33,10,11,5,0,0.0,1.9329999999999998,,0.45454545454545453,0.0,0.5173305742369374,1.1,0.45454545454545453,0.0,,0.0,
2026-02-23,kakao,23.32,8,9,4,0,0.0,2.915,,0.4444444444444444,0.0,0.34305317324185247,1.125,0.4444444444444444,0.0,,0.0,
2026-02-24,kakao,25.45,11,10,3,0,0.0,2.3136363636363635,,0.3,0.0,0.43222003929273084,0.9090909090909091,0.3,0.0,,0.0,
2026-02-25,kakao,28.26,10,7,3,0,0.0,2.826,,0.42857142857142855,0.0,0.3538570417551309,0.7,0.42857142857142855,0.0,,0.0,
2026-02-26,kakao,29.13,9,7,3,0,0.0,3.2366666666666664,,0.42857142857142855,0.0,0.30895983522142123,0.7777777777777778,0.42857142857142855,0.0,,0.0,
2026-02-27,kakao,31.87,15,10,1,1,991.31,2.1246666666666667,31.87,0.1,1.0,0.4706620646375902,0.6666666666666666,0.1,1.0,991.31,31.1048007530593,31.104800753059298
